"id_rz_no_lectura","id_persona","razon_no_lectura"
22557,19583,"sin informacion (posible lector frecuente)"
22558,19584,"sin informacion (posible lector frecuente)"
22559,19585,"sin informacion (posible lector frecuente)"
22560,19586,"sin informacion (posible lector frecuente)"
22561,19587,"sin informacion (posible lector frecuente)"
22562,19588,"sin informacion (posible lector frecuente)"
22563,19589,"sin informacion (posible lector frecuente)"
22564,19590,"sin informacion (posible lector frecuente)"
22565,19591,"sin informacion (posible lector frecuente)"
22566,19592,"sin informacion (posible lector frecuente)"
22567,19593,"sin informacion (posible lector frecuente)"
22568,19594,"sin informacion (posible lector frecuente)"
22569,19595,"sin informacion (posible lector frecuente)"
22570,19596,"sin informacion (posible lector frecuente)"
22571,19597,"sin informacion (posible lector frecuente)"
22572,19598,"sin informacion (posible lector frecuente)"
22573,19599,"sin informacion (posible lector frecuente)"
22574,19600,"sin informacion (posible lector frecuente)"
22575,19601,"sin informacion (posible lector frecuente)"
22576,19602,"sin informacion (posible lector frecuente)"
22577,19603,"sin informacion (posible lector frecuente)"
22578,19604,"sin informacion (posible lector frecuente)"
22579,19605,"sin informacion (posible lector frecuente)"
22580,19607,"sin informacion (posible lector frecuente)"
22581,19609,"sin informacion (posible lector frecuente)"
22582,19610,"sin informacion (posible lector frecuente)"
22583,19611,"sin informacion (posible lector frecuente)"
22584,19612,"sin informacion (posible lector frecuente)"
22585,19613,"sin informacion (posible lector frecuente)"
22586,19614,"sin informacion (posible lector frecuente)"
22587,19615,"sin informacion (posible lector frecuente)"
22588,19616,"sin informacion (posible lector frecuente)"
22589,19617,"sin informacion (posible lector frecuente)"
22590,19618,"sin informacion (posible lector frecuente)"
22591,19619,"sin informacion (posible lector frecuente)"
22592,19620,"sin informacion (posible lector frecuente)"
22593,19621,"sin informacion (posible lector frecuente)"
22594,19622,"sin informacion (posible lector frecuente)"
22595,19623,"sin informacion (posible lector frecuente)"
22596,19624,"sin informacion (posible lector frecuente)"
22597,19625,"sin informacion (posible lector frecuente)"
22598,19626,"sin informacion (posible lector frecuente)"
22599,19627,"sin informacion (posible lector frecuente)"
22600,19628,"sin informacion (posible lector frecuente)"
22601,19629,"sin informacion (posible lector frecuente)"
22602,19630,"sin informacion (posible lector frecuente)"
22603,19631,"sin informacion (posible lector frecuente)"
22604,19632,"sin informacion (posible lector frecuente)"
22605,19633,"sin informacion (posible lector frecuente)"
22606,19634,"sin informacion (posible lector frecuente)"
22607,19635,"sin informacion (posible lector frecuente)"
22608,19636,"sin informacion (posible lector frecuente)"
22609,19637,"sin informacion (posible lector frecuente)"
22610,19638,"sin informacion (posible lector frecuente)"
22611,19639,"sin informacion (posible lector frecuente)"
22612,19641,"sin informacion (posible lector frecuente)"
22613,19642,"sin informacion (posible lector frecuente)"
22614,19643,"sin informacion (posible lector frecuente)"
22615,19644,"sin informacion (posible lector frecuente)"
22616,19645,"sin informacion (posible lector frecuente)"
22617,19646,"sin informacion (posible lector frecuente)"
22618,19647,"sin informacion (posible lector frecuente)"
22619,19648,"sin informacion (posible lector frecuente)"
22620,19649,"sin informacion (posible lector frecuente)"
22621,19650,"sin informacion (posible lector frecuente)"
22622,19651,"sin informacion (posible lector frecuente)"
22623,19652,"sin informacion (posible lector frecuente)"
22624,19653,"sin informacion (posible lector frecuente)"
22625,19654,"sin informacion (posible lector frecuente)"
22626,19655,"sin informacion (posible lector frecuente)"
22627,19656,"sin informacion (posible lector frecuente)"
22628,19657,"sin informacion (posible lector frecuente)"
22629,19658,"sin informacion (posible lector frecuente)"
22630,19659,"sin informacion (posible lector frecuente)"
22631,19660,"sin informacion (posible lector frecuente)"
22632,19661,"sin informacion (posible lector frecuente)"
22633,19663,"sin informacion (posible lector frecuente)"
22634,19664,"sin informacion (posible lector frecuente)"
22635,19665,"sin informacion (posible lector frecuente)"
22636,19666,"sin informacion (posible lector frecuente)"
22637,19667,"sin informacion (posible lector frecuente)"
22638,19668,"sin informacion (posible lector frecuente)"
22639,19669,"sin informacion (posible lector frecuente)"
22640,19670,"sin informacion (posible lector frecuente)"
22641,19671,"sin informacion (posible lector frecuente)"
22642,19672,"sin informacion (posible lector frecuente)"
22643,19673,"sin informacion (posible lector frecuente)"
22644,19674,"sin informacion (posible lector frecuente)"
22645,19675,"sin informacion (posible lector frecuente)"
22646,19676,"sin informacion (posible lector frecuente)"
22647,19677,"sin informacion (posible lector frecuente)"
22648,19678,"sin informacion (posible lector frecuente)"
22649,19679,"sin informacion (posible lector frecuente)"
22650,19680,"sin informacion (posible lector frecuente)"
22651,19681,"sin informacion (posible lector frecuente)"
22652,19682,"sin informacion (posible lector frecuente)"
22653,19683,"sin informacion (posible lector frecuente)"
22654,19684,"sin informacion (posible lector frecuente)"
22655,19685,"sin informacion (posible lector frecuente)"
22656,19686,"sin informacion (posible lector frecuente)"
22657,19687,"sin informacion (posible lector frecuente)"
22658,19688,"sin informacion (posible lector frecuente)"
22659,19689,"sin informacion (posible lector frecuente)"
22660,19690,"sin informacion (posible lector frecuente)"
22661,19691,"sin informacion (posible lector frecuente)"
22662,19692,"sin informacion (posible lector frecuente)"
22663,19693,"sin informacion (posible lector frecuente)"
22664,19694,"sin informacion (posible lector frecuente)"
22665,19695,"sin informacion (posible lector frecuente)"
22666,19696,"sin informacion (posible lector frecuente)"
22667,19697,"sin informacion (posible lector frecuente)"
22668,19698,"sin informacion (posible lector frecuente)"
22669,19699,"sin informacion (posible lector frecuente)"
22670,19700,"sin informacion (posible lector frecuente)"
22671,19701,"sin informacion (posible lector frecuente)"
22672,19703,"sin informacion (posible lector frecuente)"
22673,19704,"sin informacion (posible lector frecuente)"
22674,19705,"sin informacion (posible lector frecuente)"
22675,19706,"sin informacion (posible lector frecuente)"
22676,19707,"sin informacion (posible lector frecuente)"
22677,19708,"sin informacion (posible lector frecuente)"
22678,19709,"sin informacion (posible lector frecuente)"
22679,19710,"sin informacion (posible lector frecuente)"
22680,19711,"sin informacion (posible lector frecuente)"
22681,19712,"sin informacion (posible lector frecuente)"
22682,19713,"sin informacion (posible lector frecuente)"
22683,19714,"sin informacion (posible lector frecuente)"
22684,19715,"sin informacion (posible lector frecuente)"
22685,19716,"sin informacion (posible lector frecuente)"
22686,19717,"sin informacion (posible lector frecuente)"
22687,19718,"sin informacion (posible lector frecuente)"
22688,19719,"sin informacion (posible lector frecuente)"
22689,19720,"sin informacion (posible lector frecuente)"
22690,19721,"sin informacion (posible lector frecuente)"
22691,19722,"sin informacion (posible lector frecuente)"
22692,19723,"sin informacion (posible lector frecuente)"
22693,19724,"sin informacion (posible lector frecuente)"
22694,19726,"sin informacion (posible lector frecuente)"
22695,19727,"sin informacion (posible lector frecuente)"
22696,19728,"sin informacion (posible lector frecuente)"
22697,19729,"sin informacion (posible lector frecuente)"
22698,19730,"sin informacion (posible lector frecuente)"
22699,19731,"sin informacion (posible lector frecuente)"
22700,19732,"sin informacion (posible lector frecuente)"
22701,19733,"sin informacion (posible lector frecuente)"
22702,19734,"sin informacion (posible lector frecuente)"
22703,19735,"sin informacion (posible lector frecuente)"
22704,19736,"sin informacion (posible lector frecuente)"
22705,19737,"sin informacion (posible lector frecuente)"
22706,19738,"sin informacion (posible lector frecuente)"
22707,19739,"sin informacion (posible lector frecuente)"
22708,19740,"sin informacion (posible lector frecuente)"
22709,19742,"sin informacion (posible lector frecuente)"
22710,19743,"sin informacion (posible lector frecuente)"
22711,19744,"sin informacion (posible lector frecuente)"
22712,19745,"sin informacion (posible lector frecuente)"
22713,19746,"sin informacion (posible lector frecuente)"
22714,19747,"sin informacion (posible lector frecuente)"
22715,19748,"sin informacion (posible lector frecuente)"
22716,19749,"sin informacion (posible lector frecuente)"
22717,19750,"sin informacion (posible lector frecuente)"
22718,19751,"sin informacion (posible lector frecuente)"
22719,19752,"sin informacion (posible lector frecuente)"
22720,19753,"sin informacion (posible lector frecuente)"
22721,19754,"sin informacion (posible lector frecuente)"
22722,19756,"sin informacion (posible lector frecuente)"
22723,19757,"sin informacion (posible lector frecuente)"
22724,19758,"sin informacion (posible lector frecuente)"
22725,19759,"sin informacion (posible lector frecuente)"
22726,19760,"sin informacion (posible lector frecuente)"
22727,19761,"sin informacion (posible lector frecuente)"
22728,19762,"sin informacion (posible lector frecuente)"
22729,19763,"sin informacion (posible lector frecuente)"
22730,19764,"sin informacion (posible lector frecuente)"
22731,19765,"sin informacion (posible lector frecuente)"
22732,19766,"sin informacion (posible lector frecuente)"
22733,19767,"sin informacion (posible lector frecuente)"
22734,19768,"sin informacion (posible lector frecuente)"
22735,19769,"sin informacion (posible lector frecuente)"
22736,19770,"sin informacion (posible lector frecuente)"
22737,19771,"sin informacion (posible lector frecuente)"
22738,19772,"sin informacion (posible lector frecuente)"
22739,19773,"sin informacion (posible lector frecuente)"
22740,19774,"sin informacion (posible lector frecuente)"
22741,19775,"sin informacion (posible lector frecuente)"
22742,19776,"sin informacion (posible lector frecuente)"
22743,19777,"sin informacion (posible lector frecuente)"
22744,19778,"sin informacion (posible lector frecuente)"
22745,19779,"sin informacion (posible lector frecuente)"
22746,19780,"sin informacion (posible lector frecuente)"
22747,19781,"sin informacion (posible lector frecuente)"
22748,19782,"sin informacion (posible lector frecuente)"
22749,19783,"sin informacion (posible lector frecuente)"
22750,19784,"sin informacion (posible lector frecuente)"
22751,19785,"sin informacion (posible lector frecuente)"
22752,19786,"sin informacion (posible lector frecuente)"
22753,19787,"sin informacion (posible lector frecuente)"
22754,19788,"sin informacion (posible lector frecuente)"
22755,19789,"sin informacion (posible lector frecuente)"
22756,19790,"sin informacion (posible lector frecuente)"
22757,19792,"sin informacion (posible lector frecuente)"
22758,19793,"sin informacion (posible lector frecuente)"
22759,19794,"sin informacion (posible lector frecuente)"
22760,19796,"sin informacion (posible lector frecuente)"
22761,19797,"sin informacion (posible lector frecuente)"
22762,19798,"sin informacion (posible lector frecuente)"
22763,19799,"sin informacion (posible lector frecuente)"
22764,19800,"sin informacion (posible lector frecuente)"
22765,19801,"sin informacion (posible lector frecuente)"
22766,19802,"sin informacion (posible lector frecuente)"
22767,19803,"sin informacion (posible lector frecuente)"
22768,19804,"sin informacion (posible lector frecuente)"
22769,19805,"sin informacion (posible lector frecuente)"
22770,19806,"sin informacion (posible lector frecuente)"
22771,19807,"sin informacion (posible lector frecuente)"
22772,19808,"sin informacion (posible lector frecuente)"
22773,19809,"sin informacion (posible lector frecuente)"
22774,19810,"sin informacion (posible lector frecuente)"
22775,19811,"sin informacion (posible lector frecuente)"
22776,19812,"sin informacion (posible lector frecuente)"
22777,19813,"sin informacion (posible lector frecuente)"
22778,19814,"sin informacion (posible lector frecuente)"
22779,19815,"sin informacion (posible lector frecuente)"
22780,19816,"sin informacion (posible lector frecuente)"
22781,19817,"sin informacion (posible lector frecuente)"
22782,19818,"sin informacion (posible lector frecuente)"
22783,19819,"sin informacion (posible lector frecuente)"
22784,19820,"sin informacion (posible lector frecuente)"
22785,19821,"sin informacion (posible lector frecuente)"
22786,19822,"sin informacion (posible lector frecuente)"
22787,19823,"sin informacion (posible lector frecuente)"
22788,19824,"sin informacion (posible lector frecuente)"
22789,19825,"sin informacion (posible lector frecuente)"
22790,19826,"sin informacion (posible lector frecuente)"
22791,19827,"sin informacion (posible lector frecuente)"
22792,19828,"sin informacion (posible lector frecuente)"
22793,19829,"sin informacion (posible lector frecuente)"
22794,19830,"sin informacion (posible lector frecuente)"
22795,19831,"sin informacion (posible lector frecuente)"
22796,19832,"sin informacion (posible lector frecuente)"
22797,19833,"sin informacion (posible lector frecuente)"
22798,19834,"sin informacion (posible lector frecuente)"
22799,19835,"sin informacion (posible lector frecuente)"
22800,19836,"sin informacion (posible lector frecuente)"
22801,19837,"sin informacion (posible lector frecuente)"
22802,19838,"sin informacion (posible lector frecuente)"
22803,19839,"sin informacion (posible lector frecuente)"
22804,19840,"sin informacion (posible lector frecuente)"
22805,19841,"sin informacion (posible lector frecuente)"
22806,19842,"sin informacion (posible lector frecuente)"
22807,19843,"sin informacion (posible lector frecuente)"
22808,19844,"sin informacion (posible lector frecuente)"
22809,19845,"sin informacion (posible lector frecuente)"
22810,19846,"sin informacion (posible lector frecuente)"
22811,19847,"sin informacion (posible lector frecuente)"
22812,19848,"sin informacion (posible lector frecuente)"
22813,19849,"sin informacion (posible lector frecuente)"
22814,19850,"sin informacion (posible lector frecuente)"
22815,19851,"sin informacion (posible lector frecuente)"
22816,19852,"sin informacion (posible lector frecuente)"
22817,19853,"sin informacion (posible lector frecuente)"
22818,19854,"sin informacion (posible lector frecuente)"
22819,19855,"sin informacion (posible lector frecuente)"
22820,19857,"sin informacion (posible lector frecuente)"
22821,19858,"sin informacion (posible lector frecuente)"
22822,19859,"sin informacion (posible lector frecuente)"
22823,19860,"sin informacion (posible lector frecuente)"
22824,19861,"sin informacion (posible lector frecuente)"
22825,19862,"sin informacion (posible lector frecuente)"
22826,19863,"sin informacion (posible lector frecuente)"
22827,19864,"sin informacion (posible lector frecuente)"
22828,19865,"sin informacion (posible lector frecuente)"
22829,19866,"sin informacion (posible lector frecuente)"
22830,19867,"sin informacion (posible lector frecuente)"
22831,19868,"sin informacion (posible lector frecuente)"
22832,19869,"sin informacion (posible lector frecuente)"
22833,19870,"sin informacion (posible lector frecuente)"
22834,19871,"sin informacion (posible lector frecuente)"
22835,19872,"sin informacion (posible lector frecuente)"
22836,19873,"sin informacion (posible lector frecuente)"
22837,19874,"sin informacion (posible lector frecuente)"
22838,19875,"sin informacion (posible lector frecuente)"
22839,19876,"sin informacion (posible lector frecuente)"
22840,19877,"sin informacion (posible lector frecuente)"
22841,19878,"sin informacion (posible lector frecuente)"
22842,19879,"sin informacion (posible lector frecuente)"
22843,19880,"sin informacion (posible lector frecuente)"
22844,19882,"sin informacion (posible lector frecuente)"
22845,19883,"sin informacion (posible lector frecuente)"
22846,19884,"sin informacion (posible lector frecuente)"
22847,19885,"sin informacion (posible lector frecuente)"
22848,19886,"sin informacion (posible lector frecuente)"
22849,19887,"sin informacion (posible lector frecuente)"
22850,19888,"sin informacion (posible lector frecuente)"
22851,19889,"sin informacion (posible lector frecuente)"
22852,19890,"sin informacion (posible lector frecuente)"
22853,19891,"sin informacion (posible lector frecuente)"
22854,19892,"sin informacion (posible lector frecuente)"
22855,19893,"sin informacion (posible lector frecuente)"
22856,19894,"sin informacion (posible lector frecuente)"
22857,19895,"sin informacion (posible lector frecuente)"
22858,19896,"sin informacion (posible lector frecuente)"
22859,19897,"sin informacion (posible lector frecuente)"
22860,19898,"sin informacion (posible lector frecuente)"
22861,19899,"sin informacion (posible lector frecuente)"
22862,19900,"sin informacion (posible lector frecuente)"
22863,19901,"sin informacion (posible lector frecuente)"
22864,19902,"sin informacion (posible lector frecuente)"
22865,19903,"sin informacion (posible lector frecuente)"
22866,19904,"sin informacion (posible lector frecuente)"
22867,19906,"sin informacion (posible lector frecuente)"
22868,19907,"sin informacion (posible lector frecuente)"
22869,19908,"sin informacion (posible lector frecuente)"
22870,19909,"sin informacion (posible lector frecuente)"
22871,19910,"sin informacion (posible lector frecuente)"
22872,19911,"sin informacion (posible lector frecuente)"
22873,19912,"sin informacion (posible lector frecuente)"
22874,19913,"sin informacion (posible lector frecuente)"
22875,19914,"sin informacion (posible lector frecuente)"
22876,19915,"sin informacion (posible lector frecuente)"
22877,19916,"sin informacion (posible lector frecuente)"
22878,19917,"sin informacion (posible lector frecuente)"
22879,19918,"sin informacion (posible lector frecuente)"
22880,19919,"sin informacion (posible lector frecuente)"
22881,19920,"sin informacion (posible lector frecuente)"
22882,19921,"sin informacion (posible lector frecuente)"
22883,19922,"sin informacion (posible lector frecuente)"
22884,19923,"sin informacion (posible lector frecuente)"
22885,19924,"sin informacion (posible lector frecuente)"
22886,19925,"sin informacion (posible lector frecuente)"
22887,19926,"sin informacion (posible lector frecuente)"
22888,19927,"sin informacion (posible lector frecuente)"
22889,19928,"sin informacion (posible lector frecuente)"
22890,19929,"sin informacion (posible lector frecuente)"
22891,19930,"sin informacion (posible lector frecuente)"
22892,19932,"sin informacion (posible lector frecuente)"
22893,19933,"sin informacion (posible lector frecuente)"
22894,19934,"sin informacion (posible lector frecuente)"
22895,19935,"sin informacion (posible lector frecuente)"
22896,19936,"sin informacion (posible lector frecuente)"
22897,19937,"sin informacion (posible lector frecuente)"
22898,19938,"sin informacion (posible lector frecuente)"
22899,19939,"sin informacion (posible lector frecuente)"
22900,19940,"sin informacion (posible lector frecuente)"
22901,19942,"sin informacion (posible lector frecuente)"
22902,19943,"sin informacion (posible lector frecuente)"
22903,19944,"sin informacion (posible lector frecuente)"
22904,19945,"sin informacion (posible lector frecuente)"
22905,19946,"sin informacion (posible lector frecuente)"
22906,19947,"sin informacion (posible lector frecuente)"
22907,19948,"sin informacion (posible lector frecuente)"
22908,19949,"sin informacion (posible lector frecuente)"
22909,19950,"sin informacion (posible lector frecuente)"
22910,19951,"sin informacion (posible lector frecuente)"
22911,19952,"sin informacion (posible lector frecuente)"
22912,19953,"sin informacion (posible lector frecuente)"
22913,19954,"sin informacion (posible lector frecuente)"
22914,19955,"sin informacion (posible lector frecuente)"
22915,19956,"sin informacion (posible lector frecuente)"
22916,19957,"sin informacion (posible lector frecuente)"
22917,19958,"sin informacion (posible lector frecuente)"
22918,19959,"sin informacion (posible lector frecuente)"
22919,19960,"sin informacion (posible lector frecuente)"
22920,19961,"sin informacion (posible lector frecuente)"
22921,19962,"sin informacion (posible lector frecuente)"
22922,19963,"sin informacion (posible lector frecuente)"
22923,19964,"sin informacion (posible lector frecuente)"
22924,19965,"sin informacion (posible lector frecuente)"
22925,19966,"sin informacion (posible lector frecuente)"
22926,19967,"sin informacion (posible lector frecuente)"
22927,19968,"sin informacion (posible lector frecuente)"
22928,19969,"sin informacion (posible lector frecuente)"
22929,19970,"sin informacion (posible lector frecuente)"
22930,19971,"sin informacion (posible lector frecuente)"
22931,19972,"sin informacion (posible lector frecuente)"
22932,19973,"sin informacion (posible lector frecuente)"
22933,19974,"sin informacion (posible lector frecuente)"
22934,19975,"sin informacion (posible lector frecuente)"
22935,19976,"sin informacion (posible lector frecuente)"
22936,19977,"sin informacion (posible lector frecuente)"
22937,19978,"sin informacion (posible lector frecuente)"
22938,19979,"sin informacion (posible lector frecuente)"
22939,19980,"sin informacion (posible lector frecuente)"
22940,19981,"sin informacion (posible lector frecuente)"
22941,19982,"sin informacion (posible lector frecuente)"
22942,19983,"sin informacion (posible lector frecuente)"
22943,19984,"sin informacion (posible lector frecuente)"
22944,19985,"sin informacion (posible lector frecuente)"
22945,19986,"sin informacion (posible lector frecuente)"
22946,19987,"sin informacion (posible lector frecuente)"
22947,19988,"sin informacion (posible lector frecuente)"
22948,19989,"sin informacion (posible lector frecuente)"
22949,19990,"sin informacion (posible lector frecuente)"
22950,19992,"sin informacion (posible lector frecuente)"
22951,19993,"sin informacion (posible lector frecuente)"
22952,19994,"sin informacion (posible lector frecuente)"
22953,19995,"sin informacion (posible lector frecuente)"
22954,19996,"sin informacion (posible lector frecuente)"
22955,19998,"sin informacion (posible lector frecuente)"
22956,19999,"sin informacion (posible lector frecuente)"
22957,20000,"sin informacion (posible lector frecuente)"
22958,20002,"sin informacion (posible lector frecuente)"
22959,20003,"sin informacion (posible lector frecuente)"
22960,20004,"sin informacion (posible lector frecuente)"
22961,20005,"sin informacion (posible lector frecuente)"
22962,20006,"sin informacion (posible lector frecuente)"
22963,20007,"sin informacion (posible lector frecuente)"
22964,20008,"sin informacion (posible lector frecuente)"
22965,20009,"sin informacion (posible lector frecuente)"
22966,20010,"sin informacion (posible lector frecuente)"
22967,20011,"sin informacion (posible lector frecuente)"
22968,20012,"sin informacion (posible lector frecuente)"
22969,20013,"sin informacion (posible lector frecuente)"
22970,20014,"sin informacion (posible lector frecuente)"
22971,20015,"sin informacion (posible lector frecuente)"
22972,20016,"sin informacion (posible lector frecuente)"
22973,20017,"sin informacion (posible lector frecuente)"
22974,20018,"sin informacion (posible lector frecuente)"
22975,20019,"sin informacion (posible lector frecuente)"
22976,20020,"sin informacion (posible lector frecuente)"
22977,20021,"sin informacion (posible lector frecuente)"
22978,20022,"sin informacion (posible lector frecuente)"
22979,20023,"sin informacion (posible lector frecuente)"
22980,20024,"sin informacion (posible lector frecuente)"
22981,20025,"sin informacion (posible lector frecuente)"
22982,20026,"sin informacion (posible lector frecuente)"
22983,20027,"sin informacion (posible lector frecuente)"
22984,20028,"sin informacion (posible lector frecuente)"
22985,20029,"sin informacion (posible lector frecuente)"
22986,20030,"sin informacion (posible lector frecuente)"
22987,20032,"sin informacion (posible lector frecuente)"
22988,20033,"sin informacion (posible lector frecuente)"
22989,20034,"sin informacion (posible lector frecuente)"
22990,20035,"sin informacion (posible lector frecuente)"
22991,20037,"sin informacion (posible lector frecuente)"
22992,20038,"sin informacion (posible lector frecuente)"
22993,20039,"sin informacion (posible lector frecuente)"
22994,20040,"sin informacion (posible lector frecuente)"
22995,20041,"sin informacion (posible lector frecuente)"
22996,20042,"sin informacion (posible lector frecuente)"
22997,20043,"sin informacion (posible lector frecuente)"
22998,20044,"sin informacion (posible lector frecuente)"
22999,20045,"sin informacion (posible lector frecuente)"
23000,20046,"sin informacion (posible lector frecuente)"
23001,20047,"sin informacion (posible lector frecuente)"
23002,20048,"sin informacion (posible lector frecuente)"
23003,20049,"sin informacion (posible lector frecuente)"
23004,20050,"sin informacion (posible lector frecuente)"
23005,20051,"sin informacion (posible lector frecuente)"
23006,20052,"sin informacion (posible lector frecuente)"
23007,20053,"sin informacion (posible lector frecuente)"
23008,20054,"sin informacion (posible lector frecuente)"
23009,20055,"sin informacion (posible lector frecuente)"
23010,20056,"sin informacion (posible lector frecuente)"
23011,20057,"sin informacion (posible lector frecuente)"
23012,20058,"sin informacion (posible lector frecuente)"
23013,20059,"sin informacion (posible lector frecuente)"
23014,20062,"sin informacion (posible lector frecuente)"
23015,20063,"sin informacion (posible lector frecuente)"
23016,20064,"sin informacion (posible lector frecuente)"
23017,20065,"sin informacion (posible lector frecuente)"
23018,20066,"sin informacion (posible lector frecuente)"
23019,20067,"sin informacion (posible lector frecuente)"
23020,20068,"sin informacion (posible lector frecuente)"
23021,20069,"sin informacion (posible lector frecuente)"
23022,20070,"sin informacion (posible lector frecuente)"
23023,20071,"sin informacion (posible lector frecuente)"
23024,20072,"sin informacion (posible lector frecuente)"
23025,20073,"sin informacion (posible lector frecuente)"
23026,20074,"sin informacion (posible lector frecuente)"
23027,20075,"sin informacion (posible lector frecuente)"
23028,20076,"sin informacion (posible lector frecuente)"
23029,20077,"sin informacion (posible lector frecuente)"
23030,20078,"sin informacion (posible lector frecuente)"
23031,20079,"sin informacion (posible lector frecuente)"
23032,20080,"sin informacion (posible lector frecuente)"
23033,20081,"sin informacion (posible lector frecuente)"
23034,20082,"sin informacion (posible lector frecuente)"
23035,20083,"sin informacion (posible lector frecuente)"
23036,20084,"sin informacion (posible lector frecuente)"
23037,20085,"sin informacion (posible lector frecuente)"
23038,20086,"sin informacion (posible lector frecuente)"
23039,20087,"sin informacion (posible lector frecuente)"
23040,20088,"sin informacion (posible lector frecuente)"
23041,20089,"sin informacion (posible lector frecuente)"
23042,20090,"sin informacion (posible lector frecuente)"
23043,20091,"sin informacion (posible lector frecuente)"
23044,20092,"sin informacion (posible lector frecuente)"
23045,20093,"sin informacion (posible lector frecuente)"
23046,20094,"sin informacion (posible lector frecuente)"
23047,20095,"sin informacion (posible lector frecuente)"
23048,20096,"sin informacion (posible lector frecuente)"
23049,20097,"sin informacion (posible lector frecuente)"
23050,20098,"sin informacion (posible lector frecuente)"
23051,20099,"sin informacion (posible lector frecuente)"
23052,20100,"sin informacion (posible lector frecuente)"
23053,20101,"sin informacion (posible lector frecuente)"
23054,20102,"sin informacion (posible lector frecuente)"
23055,20103,"sin informacion (posible lector frecuente)"
23056,20104,"sin informacion (posible lector frecuente)"
23057,20105,"sin informacion (posible lector frecuente)"
23058,20106,"sin informacion (posible lector frecuente)"
23059,20107,"sin informacion (posible lector frecuente)"
23060,20108,"sin informacion (posible lector frecuente)"
23061,20109,"sin informacion (posible lector frecuente)"
23062,20110,"sin informacion (posible lector frecuente)"
23063,20111,"sin informacion (posible lector frecuente)"
23064,20112,"sin informacion (posible lector frecuente)"
23065,20113,"sin informacion (posible lector frecuente)"
23066,20114,"sin informacion (posible lector frecuente)"
23067,20115,"sin informacion (posible lector frecuente)"
23068,20116,"sin informacion (posible lector frecuente)"
23069,20117,"sin informacion (posible lector frecuente)"
23070,20118,"sin informacion (posible lector frecuente)"
23071,20119,"sin informacion (posible lector frecuente)"
23072,20120,"sin informacion (posible lector frecuente)"
23073,20121,"sin informacion (posible lector frecuente)"
23074,20122,"sin informacion (posible lector frecuente)"
23075,20123,"sin informacion (posible lector frecuente)"
23076,20124,"sin informacion (posible lector frecuente)"
23077,20125,"sin informacion (posible lector frecuente)"
23078,20126,"sin informacion (posible lector frecuente)"
23079,20127,"sin informacion (posible lector frecuente)"
23080,20128,"sin informacion (posible lector frecuente)"
23081,20129,"sin informacion (posible lector frecuente)"
23082,20130,"sin informacion (posible lector frecuente)"
23083,20131,"sin informacion (posible lector frecuente)"
23084,20132,"sin informacion (posible lector frecuente)"
23085,20133,"sin informacion (posible lector frecuente)"
23086,20134,"sin informacion (posible lector frecuente)"
23087,20135,"sin informacion (posible lector frecuente)"
23088,20136,"sin informacion (posible lector frecuente)"
23089,20137,"sin informacion (posible lector frecuente)"
23090,20138,"sin informacion (posible lector frecuente)"
23091,20139,"sin informacion (posible lector frecuente)"
23092,20140,"sin informacion (posible lector frecuente)"
23093,20141,"sin informacion (posible lector frecuente)"
23094,20142,"sin informacion (posible lector frecuente)"
23095,20143,"sin informacion (posible lector frecuente)"
23096,20145,"sin informacion (posible lector frecuente)"
23097,20146,"sin informacion (posible lector frecuente)"
23098,20147,"sin informacion (posible lector frecuente)"
23099,20148,"sin informacion (posible lector frecuente)"
23100,20149,"sin informacion (posible lector frecuente)"
23101,20150,"sin informacion (posible lector frecuente)"
23102,20151,"sin informacion (posible lector frecuente)"
23103,20152,"sin informacion (posible lector frecuente)"
23104,20153,"sin informacion (posible lector frecuente)"
23105,20154,"sin informacion (posible lector frecuente)"
23106,20155,"sin informacion (posible lector frecuente)"
23107,20156,"sin informacion (posible lector frecuente)"
23108,20157,"sin informacion (posible lector frecuente)"
23109,20158,"sin informacion (posible lector frecuente)"
23110,20159,"sin informacion (posible lector frecuente)"
23111,20160,"sin informacion (posible lector frecuente)"
23112,20161,"sin informacion (posible lector frecuente)"
23113,20162,"sin informacion (posible lector frecuente)"
23114,20163,"sin informacion (posible lector frecuente)"
23115,20164,"sin informacion (posible lector frecuente)"
23116,20165,"sin informacion (posible lector frecuente)"
23117,20166,"sin informacion (posible lector frecuente)"
23118,20167,"sin informacion (posible lector frecuente)"
23119,20168,"sin informacion (posible lector frecuente)"
23120,20169,"sin informacion (posible lector frecuente)"
23121,20170,"sin informacion (posible lector frecuente)"
23122,20171,"sin informacion (posible lector frecuente)"
23123,20172,"sin informacion (posible lector frecuente)"
23124,20173,"sin informacion (posible lector frecuente)"
23125,20174,"sin informacion (posible lector frecuente)"
23126,20175,"sin informacion (posible lector frecuente)"
23127,20176,"sin informacion (posible lector frecuente)"
23128,20177,"sin informacion (posible lector frecuente)"
23129,20178,"sin informacion (posible lector frecuente)"
23130,20180,"sin informacion (posible lector frecuente)"
23131,20181,"sin informacion (posible lector frecuente)"
23132,20182,"sin informacion (posible lector frecuente)"
23133,20183,"sin informacion (posible lector frecuente)"
23134,20184,"sin informacion (posible lector frecuente)"
23135,20185,"sin informacion (posible lector frecuente)"
23136,20186,"sin informacion (posible lector frecuente)"
23137,20187,"sin informacion (posible lector frecuente)"
23138,20188,"sin informacion (posible lector frecuente)"
