"id_rz_no_lectura","id_persona","razon_no_lectura"
7156,3047,"sin informacion (posible lector frecuente)"
7157,3049,"sin informacion (posible lector frecuente)"
7158,3050,"sin informacion (posible lector frecuente)"
7159,3051,"sin informacion (posible lector frecuente)"
7160,3052,"sin informacion (posible lector frecuente)"
7161,3053,"sin informacion (posible lector frecuente)"
7162,3054,"sin informacion (posible lector frecuente)"
7163,3055,"sin informacion (posible lector frecuente)"
7164,3056,"sin informacion (posible lector frecuente)"
7165,3057,"sin informacion (posible lector frecuente)"
7166,3058,"sin informacion (posible lector frecuente)"
7167,3059,"sin informacion (posible lector frecuente)"
7168,3060,"sin informacion (posible lector frecuente)"
7169,3061,"sin informacion (posible lector frecuente)"
7170,3062,"sin informacion (posible lector frecuente)"
7171,3063,"sin informacion (posible lector frecuente)"
7172,3064,"sin informacion (posible lector frecuente)"
7173,3065,"sin informacion (posible lector frecuente)"
7174,3066,"sin informacion (posible lector frecuente)"
7175,3067,"sin informacion (posible lector frecuente)"
7176,3068,"sin informacion (posible lector frecuente)"
7177,3069,"sin informacion (posible lector frecuente)"
7178,3070,"sin informacion (posible lector frecuente)"
7179,3071,"sin informacion (posible lector frecuente)"
7180,3072,"sin informacion (posible lector frecuente)"
7181,3073,"sin informacion (posible lector frecuente)"
7182,3074,"sin informacion (posible lector frecuente)"
7183,3075,"sin informacion (posible lector frecuente)"
7184,3076,"sin informacion (posible lector frecuente)"
7185,3077,"sin informacion (posible lector frecuente)"
7186,3078,"sin informacion (posible lector frecuente)"
7187,3079,"sin informacion (posible lector frecuente)"
7188,3080,"sin informacion (posible lector frecuente)"
7189,3081,"sin informacion (posible lector frecuente)"
7190,3082,"sin informacion (posible lector frecuente)"
7191,3083,"sin informacion (posible lector frecuente)"
7192,3084,"sin informacion (posible lector frecuente)"
7193,3085,"sin informacion (posible lector frecuente)"
7194,3086,"sin informacion (posible lector frecuente)"
7195,3087,"sin informacion (posible lector frecuente)"
7196,3088,"sin informacion (posible lector frecuente)"
7197,3089,"sin informacion (posible lector frecuente)"
7198,3090,"sin informacion (posible lector frecuente)"
7199,3091,"sin informacion (posible lector frecuente)"
7200,3092,"sin informacion (posible lector frecuente)"
7201,3093,"sin informacion (posible lector frecuente)"
7202,3094,"sin informacion (posible lector frecuente)"
7203,3095,"sin informacion (posible lector frecuente)"
7204,3096,"sin informacion (posible lector frecuente)"
7205,3097,"sin informacion (posible lector frecuente)"
7206,3098,"sin informacion (posible lector frecuente)"
7207,3099,"sin informacion (posible lector frecuente)"
7208,3101,"sin informacion (posible lector frecuente)"
7209,3102,"sin informacion (posible lector frecuente)"
7210,3103,"sin informacion (posible lector frecuente)"
7211,3104,"sin informacion (posible lector frecuente)"
7212,3105,"sin informacion (posible lector frecuente)"
7213,3106,"sin informacion (posible lector frecuente)"
7214,3107,"sin informacion (posible lector frecuente)"
7215,3108,"sin informacion (posible lector frecuente)"
7216,3109,"sin informacion (posible lector frecuente)"
7217,3110,"sin informacion (posible lector frecuente)"
7218,3111,"sin informacion (posible lector frecuente)"
7219,3112,"sin informacion (posible lector frecuente)"
7220,3113,"sin informacion (posible lector frecuente)"
7221,3114,"sin informacion (posible lector frecuente)"
7222,3115,"sin informacion (posible lector frecuente)"
7223,3116,"sin informacion (posible lector frecuente)"
7224,3117,"sin informacion (posible lector frecuente)"
7225,3118,"sin informacion (posible lector frecuente)"
7226,3119,"sin informacion (posible lector frecuente)"
7227,3120,"sin informacion (posible lector frecuente)"
7228,3121,"sin informacion (posible lector frecuente)"
7229,3123,"sin informacion (posible lector frecuente)"
7230,3124,"sin informacion (posible lector frecuente)"
7231,3125,"sin informacion (posible lector frecuente)"
7232,3126,"sin informacion (posible lector frecuente)"
7233,3127,"sin informacion (posible lector frecuente)"
7234,3128,"sin informacion (posible lector frecuente)"
7235,3129,"sin informacion (posible lector frecuente)"
7236,3130,"sin informacion (posible lector frecuente)"
7237,3132,"sin informacion (posible lector frecuente)"
7238,3133,"sin informacion (posible lector frecuente)"
7239,3134,"sin informacion (posible lector frecuente)"
7240,3135,"sin informacion (posible lector frecuente)"
7241,3136,"sin informacion (posible lector frecuente)"
7242,3137,"sin informacion (posible lector frecuente)"
7243,3138,"sin informacion (posible lector frecuente)"
7244,3139,"sin informacion (posible lector frecuente)"
7245,3140,"sin informacion (posible lector frecuente)"
7246,3141,"sin informacion (posible lector frecuente)"
7247,3143,"sin informacion (posible lector frecuente)"
7248,3144,"sin informacion (posible lector frecuente)"
7249,3145,"sin informacion (posible lector frecuente)"
7250,3146,"sin informacion (posible lector frecuente)"
7251,3147,"sin informacion (posible lector frecuente)"
7252,3148,"sin informacion (posible lector frecuente)"
7253,3149,"sin informacion (posible lector frecuente)"
7254,3150,"sin informacion (posible lector frecuente)"
7255,3151,"sin informacion (posible lector frecuente)"
7256,3152,"sin informacion (posible lector frecuente)"
7257,3155,"sin informacion (posible lector frecuente)"
7258,3156,"sin informacion (posible lector frecuente)"
7259,3157,"sin informacion (posible lector frecuente)"
7260,3158,"sin informacion (posible lector frecuente)"
7261,3161,"sin informacion (posible lector frecuente)"
7262,3162,"sin informacion (posible lector frecuente)"
7263,3163,"sin informacion (posible lector frecuente)"
7264,3164,"sin informacion (posible lector frecuente)"
7265,3165,"sin informacion (posible lector frecuente)"
7266,3167,"sin informacion (posible lector frecuente)"
7267,3169,"sin informacion (posible lector frecuente)"
7268,3170,"sin informacion (posible lector frecuente)"
7269,3171,"sin informacion (posible lector frecuente)"
7270,3172,"sin informacion (posible lector frecuente)"
7271,3173,"sin informacion (posible lector frecuente)"
7272,3174,"sin informacion (posible lector frecuente)"
7273,3175,"sin informacion (posible lector frecuente)"
7274,3176,"sin informacion (posible lector frecuente)"
7275,3179,"sin informacion (posible lector frecuente)"
7276,3180,"sin informacion (posible lector frecuente)"
7277,3181,"sin informacion (posible lector frecuente)"
7278,3182,"sin informacion (posible lector frecuente)"
7279,3183,"sin informacion (posible lector frecuente)"
7280,3184,"sin informacion (posible lector frecuente)"
7281,3185,"sin informacion (posible lector frecuente)"
7282,3186,"sin informacion (posible lector frecuente)"
7283,3187,"sin informacion (posible lector frecuente)"
7284,3188,"sin informacion (posible lector frecuente)"
7285,3189,"sin informacion (posible lector frecuente)"
7286,3191,"sin informacion (posible lector frecuente)"
7287,3192,"sin informacion (posible lector frecuente)"
7288,3193,"sin informacion (posible lector frecuente)"
7289,3194,"sin informacion (posible lector frecuente)"
7290,3196,"sin informacion (posible lector frecuente)"
7291,3197,"sin informacion (posible lector frecuente)"
7292,3198,"sin informacion (posible lector frecuente)"
7293,3199,"sin informacion (posible lector frecuente)"
7294,3200,"sin informacion (posible lector frecuente)"
7295,3201,"sin informacion (posible lector frecuente)"
7296,3203,"sin informacion (posible lector frecuente)"
7297,3204,"sin informacion (posible lector frecuente)"
7298,3205,"sin informacion (posible lector frecuente)"
7299,3206,"sin informacion (posible lector frecuente)"
7300,3207,"sin informacion (posible lector frecuente)"
7301,3208,"sin informacion (posible lector frecuente)"
7302,3210,"sin informacion (posible lector frecuente)"
7303,3211,"sin informacion (posible lector frecuente)"
7304,3212,"sin informacion (posible lector frecuente)"
7305,3213,"sin informacion (posible lector frecuente)"
7306,3214,"sin informacion (posible lector frecuente)"
7307,3216,"sin informacion (posible lector frecuente)"
7308,3217,"sin informacion (posible lector frecuente)"
7309,3218,"sin informacion (posible lector frecuente)"
7310,3219,"sin informacion (posible lector frecuente)"
7311,3220,"sin informacion (posible lector frecuente)"
7312,3221,"sin informacion (posible lector frecuente)"
7313,3222,"sin informacion (posible lector frecuente)"
7314,3223,"sin informacion (posible lector frecuente)"
7315,3224,"sin informacion (posible lector frecuente)"
7316,3225,"sin informacion (posible lector frecuente)"
7317,3226,"sin informacion (posible lector frecuente)"
7318,3228,"sin informacion (posible lector frecuente)"
7319,3232,"sin informacion (posible lector frecuente)"
7320,3233,"sin informacion (posible lector frecuente)"
7321,3234,"sin informacion (posible lector frecuente)"
7322,3235,"sin informacion (posible lector frecuente)"
7323,3236,"sin informacion (posible lector frecuente)"
7324,3237,"sin informacion (posible lector frecuente)"
7325,3238,"sin informacion (posible lector frecuente)"
7326,3239,"sin informacion (posible lector frecuente)"
7327,3240,"sin informacion (posible lector frecuente)"
7328,3241,"sin informacion (posible lector frecuente)"
7329,3242,"sin informacion (posible lector frecuente)"
7330,3243,"sin informacion (posible lector frecuente)"
7331,3244,"sin informacion (posible lector frecuente)"
7332,3245,"sin informacion (posible lector frecuente)"
7333,3246,"sin informacion (posible lector frecuente)"
7334,3247,"sin informacion (posible lector frecuente)"
7335,3248,"sin informacion (posible lector frecuente)"
7336,3249,"sin informacion (posible lector frecuente)"
7337,3250,"sin informacion (posible lector frecuente)"
7338,3251,"sin informacion (posible lector frecuente)"
7339,3252,"sin informacion (posible lector frecuente)"
7340,3253,"sin informacion (posible lector frecuente)"
7341,3254,"sin informacion (posible lector frecuente)"
7342,3255,"sin informacion (posible lector frecuente)"
7343,3256,"sin informacion (posible lector frecuente)"
7344,3258,"sin informacion (posible lector frecuente)"
7345,3259,"sin informacion (posible lector frecuente)"
7346,3260,"sin informacion (posible lector frecuente)"
7347,3261,"sin informacion (posible lector frecuente)"
7348,3262,"sin informacion (posible lector frecuente)"
7349,3263,"sin informacion (posible lector frecuente)"
7350,3264,"sin informacion (posible lector frecuente)"
7351,3265,"sin informacion (posible lector frecuente)"
7352,3266,"sin informacion (posible lector frecuente)"
7353,3267,"sin informacion (posible lector frecuente)"
7354,3268,"sin informacion (posible lector frecuente)"
7355,3269,"sin informacion (posible lector frecuente)"
7356,3270,"sin informacion (posible lector frecuente)"
7357,3271,"sin informacion (posible lector frecuente)"
7358,3273,"sin informacion (posible lector frecuente)"
7359,3274,"sin informacion (posible lector frecuente)"
7360,3275,"sin informacion (posible lector frecuente)"
7361,3276,"sin informacion (posible lector frecuente)"
7362,3277,"sin informacion (posible lector frecuente)"
7363,3278,"sin informacion (posible lector frecuente)"
7364,3279,"sin informacion (posible lector frecuente)"
7365,3280,"sin informacion (posible lector frecuente)"
7366,3281,"sin informacion (posible lector frecuente)"
7367,3282,"sin informacion (posible lector frecuente)"
7368,3283,"sin informacion (posible lector frecuente)"
7369,3284,"sin informacion (posible lector frecuente)"
7370,3285,"sin informacion (posible lector frecuente)"
7371,3286,"sin informacion (posible lector frecuente)"
7372,3287,"sin informacion (posible lector frecuente)"
7373,3288,"sin informacion (posible lector frecuente)"
7374,3289,"sin informacion (posible lector frecuente)"
7375,3290,"sin informacion (posible lector frecuente)"
7376,3291,"sin informacion (posible lector frecuente)"
7377,3292,"sin informacion (posible lector frecuente)"
7378,3293,"sin informacion (posible lector frecuente)"
7379,3294,"sin informacion (posible lector frecuente)"
7380,3295,"sin informacion (posible lector frecuente)"
7381,3296,"sin informacion (posible lector frecuente)"
7382,3297,"sin informacion (posible lector frecuente)"
7383,3298,"sin informacion (posible lector frecuente)"
7384,3299,"sin informacion (posible lector frecuente)"
7385,3300,"sin informacion (posible lector frecuente)"
7386,3301,"sin informacion (posible lector frecuente)"
7387,3302,"sin informacion (posible lector frecuente)"
7388,3303,"sin informacion (posible lector frecuente)"
7389,3304,"sin informacion (posible lector frecuente)"
7390,3305,"sin informacion (posible lector frecuente)"
7391,3306,"sin informacion (posible lector frecuente)"
7392,3307,"sin informacion (posible lector frecuente)"
7393,3308,"sin informacion (posible lector frecuente)"
7394,3309,"sin informacion (posible lector frecuente)"
7395,3310,"sin informacion (posible lector frecuente)"
7396,3311,"sin informacion (posible lector frecuente)"
7397,3312,"sin informacion (posible lector frecuente)"
7398,3313,"sin informacion (posible lector frecuente)"
7399,3314,"sin informacion (posible lector frecuente)"
7400,3315,"sin informacion (posible lector frecuente)"
7401,3317,"sin informacion (posible lector frecuente)"
7402,3318,"sin informacion (posible lector frecuente)"
7403,3319,"sin informacion (posible lector frecuente)"
7404,3320,"sin informacion (posible lector frecuente)"
7405,3321,"sin informacion (posible lector frecuente)"
7406,3322,"sin informacion (posible lector frecuente)"
7407,3323,"sin informacion (posible lector frecuente)"
7408,3324,"sin informacion (posible lector frecuente)"
7409,3325,"sin informacion (posible lector frecuente)"
7410,3326,"sin informacion (posible lector frecuente)"
7411,3327,"sin informacion (posible lector frecuente)"
7412,3328,"sin informacion (posible lector frecuente)"
7413,3330,"sin informacion (posible lector frecuente)"
7414,3331,"sin informacion (posible lector frecuente)"
7415,3332,"sin informacion (posible lector frecuente)"
7416,3333,"sin informacion (posible lector frecuente)"
7417,3334,"sin informacion (posible lector frecuente)"
7418,3335,"sin informacion (posible lector frecuente)"
7419,3336,"sin informacion (posible lector frecuente)"
7420,3337,"sin informacion (posible lector frecuente)"
7421,3340,"sin informacion (posible lector frecuente)"
7422,3342,"sin informacion (posible lector frecuente)"
7423,3343,"sin informacion (posible lector frecuente)"
7424,3344,"sin informacion (posible lector frecuente)"
7425,3345,"sin informacion (posible lector frecuente)"
7426,3346,"sin informacion (posible lector frecuente)"
7427,3348,"sin informacion (posible lector frecuente)"
7428,3349,"sin informacion (posible lector frecuente)"
7429,3350,"sin informacion (posible lector frecuente)"
7430,3351,"sin informacion (posible lector frecuente)"
7431,3352,"sin informacion (posible lector frecuente)"
7432,3353,"sin informacion (posible lector frecuente)"
7433,3354,"sin informacion (posible lector frecuente)"
7434,3355,"sin informacion (posible lector frecuente)"
7435,3356,"sin informacion (posible lector frecuente)"
7436,3359,"sin informacion (posible lector frecuente)"
7437,3360,"sin informacion (posible lector frecuente)"
7438,3361,"sin informacion (posible lector frecuente)"
7439,3363,"sin informacion (posible lector frecuente)"
7440,3364,"sin informacion (posible lector frecuente)"
7441,3366,"sin informacion (posible lector frecuente)"
7442,3367,"sin informacion (posible lector frecuente)"
7443,3368,"sin informacion (posible lector frecuente)"
7444,3369,"sin informacion (posible lector frecuente)"
7445,3370,"sin informacion (posible lector frecuente)"
7446,3371,"sin informacion (posible lector frecuente)"
7447,3372,"sin informacion (posible lector frecuente)"
7448,3373,"sin informacion (posible lector frecuente)"
7449,3374,"sin informacion (posible lector frecuente)"
7450,3375,"sin informacion (posible lector frecuente)"
7451,3376,"sin informacion (posible lector frecuente)"
7452,3379,"sin informacion (posible lector frecuente)"
7453,3380,"sin informacion (posible lector frecuente)"
7454,3381,"sin informacion (posible lector frecuente)"
7455,3382,"sin informacion (posible lector frecuente)"
7456,3383,"sin informacion (posible lector frecuente)"
7457,3384,"sin informacion (posible lector frecuente)"
7458,3385,"sin informacion (posible lector frecuente)"
7459,3386,"sin informacion (posible lector frecuente)"
7460,3387,"sin informacion (posible lector frecuente)"
7461,3388,"sin informacion (posible lector frecuente)"
7462,3389,"sin informacion (posible lector frecuente)"
7463,3390,"sin informacion (posible lector frecuente)"
7464,3391,"sin informacion (posible lector frecuente)"
7465,3392,"sin informacion (posible lector frecuente)"
7466,3393,"sin informacion (posible lector frecuente)"
7467,3395,"sin informacion (posible lector frecuente)"
7468,3396,"sin informacion (posible lector frecuente)"
7469,3397,"sin informacion (posible lector frecuente)"
7470,3398,"sin informacion (posible lector frecuente)"
7471,3399,"sin informacion (posible lector frecuente)"
7472,3400,"sin informacion (posible lector frecuente)"
7473,3401,"sin informacion (posible lector frecuente)"
7474,3402,"sin informacion (posible lector frecuente)"
7475,3403,"sin informacion (posible lector frecuente)"
7476,3404,"sin informacion (posible lector frecuente)"
7477,3405,"sin informacion (posible lector frecuente)"
7478,3406,"sin informacion (posible lector frecuente)"
7479,3407,"sin informacion (posible lector frecuente)"
7480,3408,"sin informacion (posible lector frecuente)"
7481,3409,"sin informacion (posible lector frecuente)"
7482,3410,"sin informacion (posible lector frecuente)"
7483,3411,"sin informacion (posible lector frecuente)"
7484,3412,"sin informacion (posible lector frecuente)"
7485,3413,"sin informacion (posible lector frecuente)"
7486,3414,"sin informacion (posible lector frecuente)"
7487,3415,"sin informacion (posible lector frecuente)"
7488,3416,"sin informacion (posible lector frecuente)"
7489,3417,"sin informacion (posible lector frecuente)"
7490,3418,"sin informacion (posible lector frecuente)"
7491,3419,"sin informacion (posible lector frecuente)"
7492,3420,"sin informacion (posible lector frecuente)"
7493,3421,"sin informacion (posible lector frecuente)"
7494,3422,"sin informacion (posible lector frecuente)"
7495,3423,"sin informacion (posible lector frecuente)"
7496,3424,"sin informacion (posible lector frecuente)"
7497,3425,"sin informacion (posible lector frecuente)"
7498,3426,"sin informacion (posible lector frecuente)"
7499,3427,"sin informacion (posible lector frecuente)"
7500,3428,"sin informacion (posible lector frecuente)"
7501,3429,"sin informacion (posible lector frecuente)"
7502,3430,"sin informacion (posible lector frecuente)"
7503,3431,"sin informacion (posible lector frecuente)"
7504,3433,"sin informacion (posible lector frecuente)"
7505,3434,"sin informacion (posible lector frecuente)"
7506,3435,"sin informacion (posible lector frecuente)"
7507,3437,"sin informacion (posible lector frecuente)"
7508,3438,"sin informacion (posible lector frecuente)"
7509,3439,"sin informacion (posible lector frecuente)"
7510,3440,"sin informacion (posible lector frecuente)"
7511,3441,"sin informacion (posible lector frecuente)"
7512,3442,"sin informacion (posible lector frecuente)"
7513,3443,"sin informacion (posible lector frecuente)"
7514,3444,"sin informacion (posible lector frecuente)"
7515,3445,"sin informacion (posible lector frecuente)"
7516,3446,"sin informacion (posible lector frecuente)"
7517,3447,"sin informacion (posible lector frecuente)"
7518,3448,"sin informacion (posible lector frecuente)"
7519,3449,"sin informacion (posible lector frecuente)"
7520,3450,"sin informacion (posible lector frecuente)"
7521,3451,"sin informacion (posible lector frecuente)"
7522,3452,"sin informacion (posible lector frecuente)"
7523,3453,"sin informacion (posible lector frecuente)"
7524,3454,"sin informacion (posible lector frecuente)"
7525,3455,"sin informacion (posible lector frecuente)"
7526,3456,"sin informacion (posible lector frecuente)"
7527,3457,"sin informacion (posible lector frecuente)"
7528,3458,"sin informacion (posible lector frecuente)"
7529,3459,"sin informacion (posible lector frecuente)"
7530,3460,"sin informacion (posible lector frecuente)"
7531,3461,"sin informacion (posible lector frecuente)"
7532,3462,"sin informacion (posible lector frecuente)"
7533,3463,"sin informacion (posible lector frecuente)"
7534,3464,"sin informacion (posible lector frecuente)"
7535,3465,"sin informacion (posible lector frecuente)"
7536,3466,"sin informacion (posible lector frecuente)"
7537,3467,"sin informacion (posible lector frecuente)"
7538,3468,"sin informacion (posible lector frecuente)"
7539,3469,"sin informacion (posible lector frecuente)"
7540,3470,"sin informacion (posible lector frecuente)"
7541,3471,"sin informacion (posible lector frecuente)"
7542,3472,"sin informacion (posible lector frecuente)"
7543,3473,"sin informacion (posible lector frecuente)"
7544,3474,"sin informacion (posible lector frecuente)"
7545,3475,"sin informacion (posible lector frecuente)"
7546,3476,"sin informacion (posible lector frecuente)"
7547,3477,"sin informacion (posible lector frecuente)"
7548,3478,"sin informacion (posible lector frecuente)"
7549,3479,"sin informacion (posible lector frecuente)"
7550,3480,"sin informacion (posible lector frecuente)"
7551,3481,"sin informacion (posible lector frecuente)"
7552,3482,"sin informacion (posible lector frecuente)"
7553,3483,"sin informacion (posible lector frecuente)"
7554,3484,"sin informacion (posible lector frecuente)"
7555,3485,"sin informacion (posible lector frecuente)"
7556,3486,"sin informacion (posible lector frecuente)"
7557,3487,"sin informacion (posible lector frecuente)"
7558,3488,"sin informacion (posible lector frecuente)"
7559,3489,"sin informacion (posible lector frecuente)"
7560,3490,"sin informacion (posible lector frecuente)"
7561,3491,"sin informacion (posible lector frecuente)"
7562,3492,"sin informacion (posible lector frecuente)"
7563,3493,"sin informacion (posible lector frecuente)"
7564,3494,"sin informacion (posible lector frecuente)"
7565,3495,"sin informacion (posible lector frecuente)"
7566,3496,"sin informacion (posible lector frecuente)"
7567,3497,"sin informacion (posible lector frecuente)"
7568,3498,"sin informacion (posible lector frecuente)"
7569,3499,"sin informacion (posible lector frecuente)"
7570,3501,"sin informacion (posible lector frecuente)"
7571,3502,"sin informacion (posible lector frecuente)"
7572,3503,"sin informacion (posible lector frecuente)"
7573,3505,"sin informacion (posible lector frecuente)"
7574,3506,"sin informacion (posible lector frecuente)"
7575,3508,"sin informacion (posible lector frecuente)"
7576,3509,"sin informacion (posible lector frecuente)"
7577,3510,"sin informacion (posible lector frecuente)"
7578,3511,"sin informacion (posible lector frecuente)"
7579,3512,"sin informacion (posible lector frecuente)"
7580,3513,"sin informacion (posible lector frecuente)"
7581,3514,"sin informacion (posible lector frecuente)"
7582,3515,"sin informacion (posible lector frecuente)"
7583,3516,"sin informacion (posible lector frecuente)"
7584,3517,"sin informacion (posible lector frecuente)"
7585,3518,"sin informacion (posible lector frecuente)"
7586,3519,"sin informacion (posible lector frecuente)"
7587,3520,"sin informacion (posible lector frecuente)"
7588,3521,"sin informacion (posible lector frecuente)"
7589,3522,"sin informacion (posible lector frecuente)"
7590,3523,"sin informacion (posible lector frecuente)"
7591,3524,"sin informacion (posible lector frecuente)"
7592,3525,"sin informacion (posible lector frecuente)"
7593,3526,"sin informacion (posible lector frecuente)"
7594,3527,"sin informacion (posible lector frecuente)"
7595,3528,"sin informacion (posible lector frecuente)"
7596,3529,"sin informacion (posible lector frecuente)"
7597,3530,"sin informacion (posible lector frecuente)"
7598,3531,"sin informacion (posible lector frecuente)"
7599,3532,"sin informacion (posible lector frecuente)"
7600,3533,"sin informacion (posible lector frecuente)"
7601,3534,"sin informacion (posible lector frecuente)"
7602,3535,"sin informacion (posible lector frecuente)"
7603,3536,"sin informacion (posible lector frecuente)"
7604,3537,"sin informacion (posible lector frecuente)"
7605,3538,"sin informacion (posible lector frecuente)"
7606,3539,"sin informacion (posible lector frecuente)"
7607,3540,"sin informacion (posible lector frecuente)"
7608,3541,"sin informacion (posible lector frecuente)"
7609,3542,"sin informacion (posible lector frecuente)"
7610,3543,"sin informacion (posible lector frecuente)"
7611,3544,"sin informacion (posible lector frecuente)"
7612,3545,"sin informacion (posible lector frecuente)"
7613,3546,"sin informacion (posible lector frecuente)"
7614,3547,"sin informacion (posible lector frecuente)"
7615,3548,"sin informacion (posible lector frecuente)"
7616,3549,"sin informacion (posible lector frecuente)"
7617,3550,"sin informacion (posible lector frecuente)"
7618,3551,"sin informacion (posible lector frecuente)"
7619,3552,"sin informacion (posible lector frecuente)"
7620,3553,"sin informacion (posible lector frecuente)"
7621,3554,"sin informacion (posible lector frecuente)"
7622,3555,"sin informacion (posible lector frecuente)"
7623,3556,"sin informacion (posible lector frecuente)"
7624,3557,"sin informacion (posible lector frecuente)"
7625,3559,"sin informacion (posible lector frecuente)"
7626,3560,"sin informacion (posible lector frecuente)"
7627,3561,"sin informacion (posible lector frecuente)"
7628,3562,"sin informacion (posible lector frecuente)"
7629,3563,"sin informacion (posible lector frecuente)"
7630,3564,"sin informacion (posible lector frecuente)"
7631,3565,"sin informacion (posible lector frecuente)"
7632,3566,"sin informacion (posible lector frecuente)"
7633,3567,"sin informacion (posible lector frecuente)"
7634,3568,"sin informacion (posible lector frecuente)"
7635,3569,"sin informacion (posible lector frecuente)"
7636,3570,"sin informacion (posible lector frecuente)"
7637,3571,"sin informacion (posible lector frecuente)"
7638,3572,"sin informacion (posible lector frecuente)"
7639,3573,"sin informacion (posible lector frecuente)"
7640,3574,"sin informacion (posible lector frecuente)"
7641,3575,"sin informacion (posible lector frecuente)"
7642,3576,"sin informacion (posible lector frecuente)"
7643,3577,"sin informacion (posible lector frecuente)"
7644,3578,"sin informacion (posible lector frecuente)"
7645,3579,"sin informacion (posible lector frecuente)"
7646,3580,"sin informacion (posible lector frecuente)"
7647,3581,"sin informacion (posible lector frecuente)"
7648,3582,"sin informacion (posible lector frecuente)"
7649,3583,"sin informacion (posible lector frecuente)"
7650,3584,"sin informacion (posible lector frecuente)"
7651,3585,"sin informacion (posible lector frecuente)"
7652,3586,"sin informacion (posible lector frecuente)"
7653,3587,"sin informacion (posible lector frecuente)"
7654,3588,"sin informacion (posible lector frecuente)"
7655,3589,"sin informacion (posible lector frecuente)"
7656,3590,"sin informacion (posible lector frecuente)"
7657,3591,"sin informacion (posible lector frecuente)"
7658,3592,"sin informacion (posible lector frecuente)"
7659,3593,"sin informacion (posible lector frecuente)"
7660,3594,"sin informacion (posible lector frecuente)"
7661,3595,"sin informacion (posible lector frecuente)"
7662,3596,"sin informacion (posible lector frecuente)"
7663,3597,"sin informacion (posible lector frecuente)"
7664,3598,"sin informacion (posible lector frecuente)"
7665,3599,"sin informacion (posible lector frecuente)"
7666,3600,"sin informacion (posible lector frecuente)"
7667,3602,"sin informacion (posible lector frecuente)"
7668,3603,"sin informacion (posible lector frecuente)"
7669,3604,"sin informacion (posible lector frecuente)"
7670,3605,"sin informacion (posible lector frecuente)"
7671,3606,"sin informacion (posible lector frecuente)"
7672,3607,"sin informacion (posible lector frecuente)"
7673,3608,"sin informacion (posible lector frecuente)"
7674,3609,"sin informacion (posible lector frecuente)"
7675,3610,"sin informacion (posible lector frecuente)"
7676,3611,"sin informacion (posible lector frecuente)"
7677,3612,"sin informacion (posible lector frecuente)"
7678,3613,"sin informacion (posible lector frecuente)"
7679,3614,"sin informacion (posible lector frecuente)"
7680,3615,"sin informacion (posible lector frecuente)"
7681,3616,"sin informacion (posible lector frecuente)"
7682,3617,"sin informacion (posible lector frecuente)"
7683,3618,"sin informacion (posible lector frecuente)"
7684,3619,"sin informacion (posible lector frecuente)"
7685,3620,"sin informacion (posible lector frecuente)"
7686,3621,"sin informacion (posible lector frecuente)"
7687,3622,"sin informacion (posible lector frecuente)"
7688,3623,"sin informacion (posible lector frecuente)"
7689,3624,"sin informacion (posible lector frecuente)"
7690,3625,"sin informacion (posible lector frecuente)"
7691,3626,"sin informacion (posible lector frecuente)"
7692,3627,"sin informacion (posible lector frecuente)"
7693,3628,"sin informacion (posible lector frecuente)"
7694,3629,"sin informacion (posible lector frecuente)"
7695,3631,"sin informacion (posible lector frecuente)"
7696,3632,"sin informacion (posible lector frecuente)"
7697,3633,"sin informacion (posible lector frecuente)"
7698,3634,"sin informacion (posible lector frecuente)"
7699,3635,"sin informacion (posible lector frecuente)"
7700,3636,"sin informacion (posible lector frecuente)"
7701,3637,"sin informacion (posible lector frecuente)"
7702,3638,"sin informacion (posible lector frecuente)"
7703,3639,"sin informacion (posible lector frecuente)"
7704,3640,"sin informacion (posible lector frecuente)"
7705,3641,"sin informacion (posible lector frecuente)"
7706,3642,"sin informacion (posible lector frecuente)"
7707,3643,"sin informacion (posible lector frecuente)"
7708,3644,"sin informacion (posible lector frecuente)"
7709,3645,"sin informacion (posible lector frecuente)"
7710,3646,"sin informacion (posible lector frecuente)"
7711,3647,"sin informacion (posible lector frecuente)"
7712,3648,"sin informacion (posible lector frecuente)"
7713,3649,"sin informacion (posible lector frecuente)"
7714,3650,"sin informacion (posible lector frecuente)"
7715,3651,"sin informacion (posible lector frecuente)"
7716,3652,"sin informacion (posible lector frecuente)"
7717,3653,"sin informacion (posible lector frecuente)"
7718,3654,"sin informacion (posible lector frecuente)"
7719,3655,"sin informacion (posible lector frecuente)"
7720,3656,"sin informacion (posible lector frecuente)"
7721,3657,"sin informacion (posible lector frecuente)"
7722,3658,"sin informacion (posible lector frecuente)"
7723,3659,"sin informacion (posible lector frecuente)"
7724,3660,"sin informacion (posible lector frecuente)"
7725,3661,"sin informacion (posible lector frecuente)"
7726,3662,"sin informacion (posible lector frecuente)"
7727,3663,"sin informacion (posible lector frecuente)"
7728,3664,"sin informacion (posible lector frecuente)"
7729,3666,"sin informacion (posible lector frecuente)"
7730,3667,"sin informacion (posible lector frecuente)"
7731,3668,"sin informacion (posible lector frecuente)"
7732,3669,"sin informacion (posible lector frecuente)"
7733,3670,"sin informacion (posible lector frecuente)"
7734,3671,"sin informacion (posible lector frecuente)"
7735,3672,"sin informacion (posible lector frecuente)"
7736,3673,"sin informacion (posible lector frecuente)"
7737,3674,"sin informacion (posible lector frecuente)"
