"id_rz_lectura","id_persona","razon_si_lectura"
42067,30362,"Apoyo a otro familiar"
42068,30363,"Apoyo a otro familiar"
42069,30365,"Apoyo a otro familiar"
42070,30369,"Apoyo a otro familiar"
42071,30370,"Apoyo a otro familiar"
42072,30373,"Apoyo a otro familiar"
42073,30375,"Apoyo a otro familiar"
42074,30377,"Apoyo a otro familiar"
42075,30382,"Apoyo a otro familiar"
42076,30386,"Apoyo a otro familiar"
42077,30388,"Apoyo a otro familiar"
42078,30390,"Apoyo a otro familiar"
42079,30391,"Apoyo a otro familiar"
42080,30396,"Apoyo a otro familiar"
42081,30397,"Apoyo a otro familiar"
42082,30400,"Apoyo a otro familiar"
42083,30401,"Apoyo a otro familiar"
42084,30402,"Apoyo a otro familiar"
42085,30403,"Apoyo a otro familiar"
42086,30407,"Apoyo a otro familiar"
42087,30408,"Apoyo a otro familiar"
42088,30409,"Apoyo a otro familiar"
42089,30410,"Apoyo a otro familiar"
42090,30412,"Apoyo a otro familiar"
42091,30413,"Apoyo a otro familiar"
42092,30415,"Apoyo a otro familiar"
42093,30417,"Apoyo a otro familiar"
42094,30418,"Apoyo a otro familiar"
42095,30419,"Apoyo a otro familiar"
42096,30420,"Apoyo a otro familiar"
42097,30421,"Apoyo a otro familiar"
42098,30422,"Apoyo a otro familiar"
42099,30424,"Apoyo a otro familiar"
42100,30425,"Apoyo a otro familiar"
42101,30426,"Apoyo a otro familiar"
42102,30427,"Apoyo a otro familiar"
42103,30428,"Apoyo a otro familiar"
42104,30430,"Apoyo a otro familiar"
42105,30431,"Apoyo a otro familiar"
42106,30432,"Apoyo a otro familiar"
42107,30433,"Apoyo a otro familiar"
42108,30434,"Apoyo a otro familiar"
42109,30435,"Apoyo a otro familiar"
42110,30436,"Apoyo a otro familiar"
42111,30437,"Apoyo a otro familiar"
42112,30438,"Apoyo a otro familiar"
42113,30441,"Apoyo a otro familiar"
42114,30442,"Apoyo a otro familiar"
42115,30443,"Apoyo a otro familiar"
42116,30444,"Apoyo a otro familiar"
42117,30445,"Apoyo a otro familiar"
42118,30447,"Apoyo a otro familiar"
42119,30449,"Apoyo a otro familiar"
42120,30450,"Apoyo a otro familiar"
42121,30452,"Apoyo a otro familiar"
42122,30453,"Apoyo a otro familiar"
42123,30454,"Apoyo a otro familiar"
42124,30455,"Apoyo a otro familiar"
42125,30458,"Apoyo a otro familiar"
42126,30459,"Apoyo a otro familiar"
42127,30461,"Apoyo a otro familiar"
42128,30462,"Apoyo a otro familiar"
42129,30463,"Apoyo a otro familiar"
42130,30466,"Apoyo a otro familiar"
42131,30467,"Apoyo a otro familiar"
42132,30468,"Apoyo a otro familiar"
42133,30470,"Apoyo a otro familiar"
42134,30476,"Apoyo a otro familiar"
42135,30477,"Apoyo a otro familiar"
42136,30478,"Apoyo a otro familiar"
42137,30479,"Apoyo a otro familiar"
42138,30480,"Apoyo a otro familiar"
42139,30481,"Apoyo a otro familiar"
42140,30484,"Apoyo a otro familiar"
42141,30487,"Apoyo a otro familiar"
42142,30488,"Apoyo a otro familiar"
42143,30489,"Apoyo a otro familiar"
42144,30490,"Apoyo a otro familiar"
42145,30491,"Apoyo a otro familiar"
42146,30493,"Apoyo a otro familiar"
42147,30495,"Apoyo a otro familiar"
42148,30496,"Apoyo a otro familiar"
42149,30498,"Apoyo a otro familiar"
42150,30499,"Apoyo a otro familiar"
42151,30506,"Apoyo a otro familiar"
42152,30507,"Apoyo a otro familiar"
42153,30509,"Apoyo a otro familiar"
42154,30510,"Apoyo a otro familiar"
42155,30511,"Apoyo a otro familiar"
42156,30512,"Apoyo a otro familiar"
42157,30513,"Apoyo a otro familiar"
42158,30514,"Apoyo a otro familiar"
42159,30515,"Apoyo a otro familiar"
42160,30517,"Apoyo a otro familiar"
42161,30520,"Apoyo a otro familiar"
42162,30522,"Apoyo a otro familiar"
42163,30524,"Apoyo a otro familiar"
42164,30525,"Apoyo a otro familiar"
42165,30526,"Apoyo a otro familiar"
42166,30529,"Apoyo a otro familiar"
42167,30530,"Apoyo a otro familiar"
42168,30533,"Apoyo a otro familiar"
42169,30534,"Apoyo a otro familiar"
42170,30535,"Apoyo a otro familiar"
42171,30539,"Apoyo a otro familiar"
42172,30542,"Apoyo a otro familiar"
42173,30543,"Apoyo a otro familiar"
42174,30544,"Apoyo a otro familiar"
42175,30547,"Apoyo a otro familiar"
42176,30548,"Apoyo a otro familiar"
42177,30549,"Apoyo a otro familiar"
42178,30550,"Apoyo a otro familiar"
42179,30552,"Apoyo a otro familiar"
42180,30553,"Apoyo a otro familiar"
42181,30554,"Apoyo a otro familiar"
42182,30556,"Apoyo a otro familiar"
42183,30559,"Apoyo a otro familiar"
42184,30560,"Apoyo a otro familiar"
42185,30562,"Apoyo a otro familiar"
42186,30564,"Apoyo a otro familiar"
42187,30566,"Apoyo a otro familiar"
42188,30567,"Apoyo a otro familiar"
42189,30568,"Apoyo a otro familiar"
42190,30572,"Apoyo a otro familiar"
42191,30577,"Apoyo a otro familiar"
42192,30579,"Apoyo a otro familiar"
42193,30580,"Apoyo a otro familiar"
42194,30581,"Apoyo a otro familiar"
42195,30583,"Apoyo a otro familiar"
42196,30584,"Apoyo a otro familiar"
42197,30586,"Apoyo a otro familiar"
42198,30588,"Apoyo a otro familiar"
42199,30589,"Apoyo a otro familiar"
42200,30590,"Apoyo a otro familiar"
42201,30591,"Apoyo a otro familiar"
42202,30592,"Apoyo a otro familiar"
42203,30593,"Apoyo a otro familiar"
42204,30594,"Apoyo a otro familiar"
42205,30595,"Apoyo a otro familiar"
42206,30596,"Apoyo a otro familiar"
42207,30597,"Apoyo a otro familiar"
42208,30598,"Apoyo a otro familiar"
42209,30599,"Apoyo a otro familiar"
42210,30600,"Apoyo a otro familiar"
42211,30602,"Apoyo a otro familiar"
42212,30603,"Apoyo a otro familiar"
42213,30604,"Apoyo a otro familiar"
42214,30605,"Apoyo a otro familiar"
42215,30606,"Apoyo a otro familiar"
42216,30607,"Apoyo a otro familiar"
42217,30609,"Apoyo a otro familiar"
42218,30611,"Apoyo a otro familiar"
42219,30612,"Apoyo a otro familiar"
42220,30614,"Apoyo a otro familiar"
42221,30615,"Apoyo a otro familiar"
42222,30617,"Apoyo a otro familiar"
42223,30618,"Apoyo a otro familiar"
42224,30621,"Apoyo a otro familiar"
42225,30622,"Apoyo a otro familiar"
42226,30626,"Apoyo a otro familiar"
42227,30627,"Apoyo a otro familiar"
42228,30628,"Apoyo a otro familiar"
42229,30629,"Apoyo a otro familiar"
42230,30630,"Apoyo a otro familiar"
42231,30632,"Apoyo a otro familiar"
42232,30634,"Apoyo a otro familiar"
42233,30635,"Apoyo a otro familiar"
42234,30636,"Apoyo a otro familiar"
42235,30639,"Apoyo a otro familiar"
42236,30641,"Apoyo a otro familiar"
42237,30642,"Apoyo a otro familiar"
42238,30643,"Apoyo a otro familiar"
42239,30644,"Apoyo a otro familiar"
42240,30645,"Apoyo a otro familiar"
42241,30646,"Apoyo a otro familiar"
42242,30649,"Apoyo a otro familiar"
42243,30650,"Apoyo a otro familiar"
42244,30651,"Apoyo a otro familiar"
42245,30652,"Apoyo a otro familiar"
42246,30653,"Apoyo a otro familiar"
42247,30654,"Apoyo a otro familiar"
42248,30656,"Apoyo a otro familiar"
42249,30657,"Apoyo a otro familiar"
42250,30658,"Apoyo a otro familiar"
42251,30659,"Apoyo a otro familiar"
42252,30660,"Apoyo a otro familiar"
42253,30664,"Apoyo a otro familiar"
42254,30665,"Apoyo a otro familiar"
42255,30667,"Apoyo a otro familiar"
42256,30668,"Apoyo a otro familiar"
42257,30669,"Apoyo a otro familiar"
42258,30670,"Apoyo a otro familiar"
42259,30671,"Apoyo a otro familiar"
42260,30672,"Apoyo a otro familiar"
42261,30673,"Apoyo a otro familiar"
42262,30674,"Apoyo a otro familiar"
42263,30675,"Apoyo a otro familiar"
42264,30676,"Apoyo a otro familiar"
42265,30678,"Apoyo a otro familiar"
42266,30679,"Apoyo a otro familiar"
42267,30680,"Apoyo a otro familiar"
42268,30683,"Apoyo a otro familiar"
42269,30685,"Apoyo a otro familiar"
42270,30686,"Apoyo a otro familiar"
42271,30687,"Apoyo a otro familiar"
42272,30688,"Apoyo a otro familiar"
42273,30689,"Apoyo a otro familiar"
42274,30690,"Apoyo a otro familiar"
42275,30691,"Apoyo a otro familiar"
42276,30692,"Apoyo a otro familiar"
42277,30693,"Apoyo a otro familiar"
42278,30694,"Apoyo a otro familiar"
42279,30695,"Apoyo a otro familiar"
42280,30696,"Apoyo a otro familiar"
42281,30698,"Apoyo a otro familiar"
42282,30700,"Apoyo a otro familiar"
42283,30701,"Apoyo a otro familiar"
42284,30704,"Apoyo a otro familiar"
42285,30705,"Apoyo a otro familiar"
42286,30708,"Apoyo a otro familiar"
42287,30709,"Apoyo a otro familiar"
42288,30710,"Apoyo a otro familiar"
42289,30711,"Apoyo a otro familiar"
42290,30712,"Apoyo a otro familiar"
42291,30713,"Apoyo a otro familiar"
42292,30714,"Apoyo a otro familiar"
42293,30715,"Apoyo a otro familiar"
42294,30716,"Apoyo a otro familiar"
42295,30717,"Apoyo a otro familiar"
42296,30718,"Apoyo a otro familiar"
42297,30719,"Apoyo a otro familiar"
42298,30721,"Apoyo a otro familiar"
42299,30722,"Apoyo a otro familiar"
42300,30723,"Apoyo a otro familiar"
42301,30724,"Apoyo a otro familiar"
42302,30726,"Apoyo a otro familiar"
42303,30727,"Apoyo a otro familiar"
42304,30728,"Apoyo a otro familiar"
42305,30730,"Apoyo a otro familiar"
42306,30732,"Apoyo a otro familiar"
42307,30733,"Apoyo a otro familiar"
42308,30736,"Apoyo a otro familiar"
42309,30737,"Apoyo a otro familiar"
42310,30738,"Apoyo a otro familiar"
42311,30739,"Apoyo a otro familiar"
42312,30740,"Apoyo a otro familiar"
42313,30741,"Apoyo a otro familiar"
42314,30742,"Apoyo a otro familiar"
42315,30747,"Apoyo a otro familiar"
42316,30749,"Apoyo a otro familiar"
42317,30750,"Apoyo a otro familiar"
42318,30752,"Apoyo a otro familiar"
42319,30755,"Apoyo a otro familiar"
42320,30756,"Apoyo a otro familiar"
42321,30757,"Apoyo a otro familiar"
42322,30759,"Apoyo a otro familiar"
42323,30760,"Apoyo a otro familiar"
42324,30761,"Apoyo a otro familiar"
42325,30762,"Apoyo a otro familiar"
42326,30763,"Apoyo a otro familiar"
42327,30767,"Apoyo a otro familiar"
42328,30768,"Apoyo a otro familiar"
42329,30769,"Apoyo a otro familiar"
42330,30770,"Apoyo a otro familiar"
42331,30771,"Apoyo a otro familiar"
42332,30772,"Apoyo a otro familiar"
42333,30773,"Apoyo a otro familiar"
42334,30774,"Apoyo a otro familiar"
42335,30776,"Apoyo a otro familiar"
42336,30778,"Apoyo a otro familiar"
42337,30779,"Apoyo a otro familiar"
42338,30781,"Apoyo a otro familiar"
42339,30782,"Apoyo a otro familiar"
42340,30783,"Apoyo a otro familiar"
42341,30784,"Apoyo a otro familiar"
42342,30785,"Apoyo a otro familiar"
42343,30786,"Apoyo a otro familiar"
42344,30788,"Apoyo a otro familiar"
42345,30789,"Apoyo a otro familiar"
42346,30790,"Apoyo a otro familiar"
42347,30791,"Apoyo a otro familiar"
42348,30793,"Apoyo a otro familiar"
42349,30794,"Apoyo a otro familiar"
42350,30796,"Apoyo a otro familiar"
42351,30798,"Apoyo a otro familiar"
42352,30799,"Apoyo a otro familiar"
42353,30805,"Apoyo a otro familiar"
42354,30806,"Apoyo a otro familiar"
42355,30807,"Apoyo a otro familiar"
42356,30808,"Apoyo a otro familiar"
42357,30809,"Apoyo a otro familiar"
42358,30812,"Apoyo a otro familiar"
42359,30813,"Apoyo a otro familiar"
42360,30814,"Apoyo a otro familiar"
42361,30815,"Apoyo a otro familiar"
42362,30817,"Apoyo a otro familiar"
42363,30818,"Apoyo a otro familiar"
42364,30820,"Apoyo a otro familiar"
42365,30821,"Apoyo a otro familiar"
42366,30827,"Apoyo a otro familiar"
42367,30829,"Apoyo a otro familiar"
42368,30831,"Apoyo a otro familiar"
42369,30833,"Apoyo a otro familiar"
42370,30844,"Apoyo a otro familiar"
42371,30845,"Apoyo a otro familiar"
42372,30846,"Apoyo a otro familiar"
42373,30848,"Apoyo a otro familiar"
42374,30850,"Apoyo a otro familiar"
42375,30851,"Apoyo a otro familiar"
42376,30852,"Apoyo a otro familiar"
42377,30853,"Apoyo a otro familiar"
42378,30856,"Apoyo a otro familiar"
42379,30857,"Apoyo a otro familiar"
42380,30859,"Apoyo a otro familiar"
42381,30861,"Apoyo a otro familiar"
42382,30863,"Apoyo a otro familiar"
42383,30864,"Apoyo a otro familiar"
42384,30865,"Apoyo a otro familiar"
42385,30868,"Apoyo a otro familiar"
42386,30869,"Apoyo a otro familiar"
42387,30870,"Apoyo a otro familiar"
42388,30871,"Apoyo a otro familiar"
42389,30872,"Apoyo a otro familiar"
42390,30873,"Apoyo a otro familiar"
42391,30874,"Apoyo a otro familiar"
42392,30875,"Apoyo a otro familiar"
42393,30876,"Apoyo a otro familiar"
42394,30877,"Apoyo a otro familiar"
42395,30878,"Apoyo a otro familiar"
42396,30882,"Apoyo a otro familiar"
42397,30884,"Apoyo a otro familiar"
42398,30885,"Apoyo a otro familiar"
42399,30886,"Apoyo a otro familiar"
42400,30888,"Apoyo a otro familiar"
42401,30889,"Apoyo a otro familiar"
42402,30891,"Apoyo a otro familiar"
42403,30892,"Apoyo a otro familiar"
42404,30894,"Apoyo a otro familiar"
42405,30897,"Apoyo a otro familiar"
42406,30902,"Apoyo a otro familiar"
42407,30914,"Apoyo a otro familiar"
42408,30915,"Apoyo a otro familiar"
42409,30916,"Apoyo a otro familiar"
42410,30919,"Apoyo a otro familiar"
42411,30921,"Apoyo a otro familiar"
42412,30923,"Apoyo a otro familiar"
42413,30924,"Apoyo a otro familiar"
42414,30932,"Apoyo a otro familiar"
42415,30938,"Apoyo a otro familiar"
42416,30939,"Apoyo a otro familiar"
42417,30942,"Apoyo a otro familiar"
42418,30943,"Apoyo a otro familiar"
42419,30944,"Apoyo a otro familiar"
42420,30945,"Apoyo a otro familiar"
42421,30947,"Apoyo a otro familiar"
42422,30948,"Apoyo a otro familiar"
42423,30949,"Apoyo a otro familiar"
42424,30956,"Apoyo a otro familiar"
42425,30964,"Apoyo a otro familiar"
42426,30966,"Apoyo a otro familiar"
42427,30967,"Apoyo a otro familiar"
42428,30981,"Apoyo a otro familiar"
42429,30982,"Apoyo a otro familiar"
42430,30983,"Apoyo a otro familiar"
42431,30986,"Apoyo a otro familiar"
42432,30989,"Apoyo a otro familiar"
42433,30990,"Apoyo a otro familiar"
42434,30992,"Apoyo a otro familiar"
42435,30993,"Apoyo a otro familiar"
42436,30995,"Apoyo a otro familiar"
42437,30996,"Apoyo a otro familiar"
42438,30997,"Apoyo a otro familiar"
42439,30998,"Apoyo a otro familiar"
42440,30999,"Apoyo a otro familiar"
42441,31002,"Apoyo a otro familiar"
42442,31005,"Apoyo a otro familiar"
42443,31006,"Apoyo a otro familiar"
42444,31007,"Apoyo a otro familiar"
42445,31010,"Apoyo a otro familiar"
42446,31011,"Apoyo a otro familiar"
42447,31017,"Apoyo a otro familiar"
42448,31018,"Apoyo a otro familiar"
42449,31020,"Apoyo a otro familiar"
42450,31025,"Apoyo a otro familiar"
42451,31026,"Apoyo a otro familiar"
42452,31028,"Apoyo a otro familiar"
42453,31029,"Apoyo a otro familiar"
42454,31035,"Apoyo a otro familiar"
42455,31038,"Apoyo a otro familiar"
42456,31041,"Apoyo a otro familiar"
42457,31042,"Apoyo a otro familiar"
42458,31043,"Apoyo a otro familiar"
42459,31044,"Apoyo a otro familiar"
42460,31046,"Apoyo a otro familiar"
42461,31047,"Apoyo a otro familiar"
42462,31051,"Apoyo a otro familiar"
42463,31053,"Apoyo a otro familiar"
42464,31056,"Apoyo a otro familiar"
42465,31060,"Apoyo a otro familiar"
42466,31072,"Apoyo a otro familiar"
42467,31074,"Apoyo a otro familiar"
42468,31075,"Apoyo a otro familiar"
42469,31078,"Apoyo a otro familiar"
42470,31080,"Apoyo a otro familiar"
42471,31082,"Apoyo a otro familiar"
42472,31084,"Apoyo a otro familiar"
42473,31086,"Apoyo a otro familiar"
42474,31088,"Apoyo a otro familiar"
42475,31089,"Apoyo a otro familiar"
42476,31090,"Apoyo a otro familiar"
42477,31096,"Apoyo a otro familiar"
42478,31099,"Apoyo a otro familiar"
42479,31103,"Apoyo a otro familiar"
42480,31104,"Apoyo a otro familiar"
42481,31105,"Apoyo a otro familiar"
42482,31106,"Apoyo a otro familiar"
42483,31117,"Apoyo a otro familiar"
42484,31118,"Apoyo a otro familiar"
42485,31120,"Apoyo a otro familiar"
42486,31121,"Apoyo a otro familiar"
42487,31126,"Apoyo a otro familiar"
42488,31130,"Apoyo a otro familiar"
42489,31131,"Apoyo a otro familiar"
42490,31132,"Apoyo a otro familiar"
42491,31133,"Apoyo a otro familiar"
42492,31134,"Apoyo a otro familiar"
42493,31135,"Apoyo a otro familiar"
42494,31138,"Apoyo a otro familiar"
42495,31140,"Apoyo a otro familiar"
42496,31141,"Apoyo a otro familiar"
42497,31142,"Apoyo a otro familiar"
42498,31143,"Apoyo a otro familiar"
42499,31145,"Apoyo a otro familiar"
42500,31146,"Apoyo a otro familiar"
42501,31147,"Apoyo a otro familiar"
42502,31148,"Apoyo a otro familiar"
42503,31149,"Apoyo a otro familiar"
42504,31150,"Apoyo a otro familiar"
42505,31153,"Apoyo a otro familiar"
42506,31155,"Apoyo a otro familiar"
42507,31156,"Apoyo a otro familiar"
42508,31157,"Apoyo a otro familiar"
42509,31158,"Apoyo a otro familiar"
42510,31159,"Apoyo a otro familiar"
42511,31160,"Apoyo a otro familiar"
42512,31161,"Apoyo a otro familiar"
42513,31163,"Apoyo a otro familiar"
42514,31164,"Apoyo a otro familiar"
42515,31165,"Apoyo a otro familiar"
42516,31166,"Apoyo a otro familiar"
42517,31167,"Apoyo a otro familiar"
42518,31169,"Apoyo a otro familiar"
42519,31171,"Apoyo a otro familiar"
42520,31172,"Apoyo a otro familiar"
42521,31174,"Apoyo a otro familiar"
42522,31177,"Apoyo a otro familiar"
42523,31178,"Apoyo a otro familiar"
42524,31179,"Apoyo a otro familiar"
42525,31180,"Apoyo a otro familiar"
42526,31183,"Apoyo a otro familiar"
42527,31186,"Apoyo a otro familiar"
42528,31200,"Apoyo a otro familiar"
42529,31201,"Apoyo a otro familiar"
42530,31204,"Apoyo a otro familiar"
42531,31205,"Apoyo a otro familiar"
42532,31206,"Apoyo a otro familiar"
42533,31208,"Apoyo a otro familiar"
42534,31210,"Apoyo a otro familiar"
42535,31240,"Apoyo a otro familiar"
42536,31248,"Apoyo a otro familiar"
42537,31253,"Apoyo a otro familiar"
42538,31254,"Apoyo a otro familiar"
42539,31256,"Apoyo a otro familiar"
42540,31258,"Apoyo a otro familiar"
42541,31259,"Apoyo a otro familiar"
42542,31260,"Apoyo a otro familiar"
42543,31261,"Apoyo a otro familiar"
42544,31262,"Apoyo a otro familiar"
42545,31263,"Apoyo a otro familiar"
42546,31264,"Apoyo a otro familiar"
42547,31265,"Apoyo a otro familiar"
42548,31266,"Apoyo a otro familiar"
42549,31267,"Apoyo a otro familiar"
42550,31268,"Apoyo a otro familiar"
42551,31269,"Apoyo a otro familiar"
42552,31270,"Apoyo a otro familiar"
42553,31271,"Apoyo a otro familiar"
42554,31272,"Apoyo a otro familiar"
42555,31273,"Apoyo a otro familiar"
42556,31278,"Apoyo a otro familiar"
42557,31279,"Apoyo a otro familiar"
42558,31284,"Apoyo a otro familiar"
42559,31286,"Apoyo a otro familiar"
42560,31288,"Apoyo a otro familiar"
42561,31290,"Apoyo a otro familiar"
42562,31291,"Apoyo a otro familiar"
42563,31295,"Apoyo a otro familiar"
42564,31296,"Apoyo a otro familiar"
42565,31297,"Apoyo a otro familiar"
42566,31298,"Apoyo a otro familiar"
42567,31299,"Apoyo a otro familiar"
42568,31301,"Apoyo a otro familiar"
42569,31303,"Apoyo a otro familiar"
42570,31304,"Apoyo a otro familiar"
42571,31311,"Apoyo a otro familiar"
42572,31314,"Apoyo a otro familiar"
42573,31315,"Apoyo a otro familiar"
42574,31317,"Apoyo a otro familiar"
42575,31319,"Apoyo a otro familiar"
42576,31320,"Apoyo a otro familiar"
42577,31321,"Apoyo a otro familiar"
42578,31323,"Apoyo a otro familiar"
42579,31325,"Apoyo a otro familiar"
42580,31326,"Apoyo a otro familiar"
42581,31327,"Apoyo a otro familiar"
42582,31328,"Apoyo a otro familiar"
42583,31330,"Apoyo a otro familiar"
42584,31332,"Apoyo a otro familiar"
42585,31336,"Apoyo a otro familiar"
42586,31338,"Apoyo a otro familiar"
42587,31342,"Apoyo a otro familiar"
42588,31344,"Apoyo a otro familiar"
42589,31349,"Apoyo a otro familiar"
42590,31351,"Apoyo a otro familiar"
42591,31354,"Apoyo a otro familiar"
42592,31355,"Apoyo a otro familiar"
42593,31358,"Apoyo a otro familiar"
42594,31359,"Apoyo a otro familiar"
42595,31362,"Apoyo a otro familiar"
42596,31363,"Apoyo a otro familiar"
42597,31391,"Apoyo a otro familiar"
42598,31394,"Apoyo a otro familiar"
42599,31397,"Apoyo a otro familiar"
42600,31398,"Apoyo a otro familiar"
42601,31399,"Apoyo a otro familiar"
42602,31403,"Apoyo a otro familiar"
42603,31410,"Apoyo a otro familiar"
42604,31413,"Apoyo a otro familiar"
42605,31414,"Apoyo a otro familiar"
42606,31415,"Apoyo a otro familiar"
42607,31416,"Apoyo a otro familiar"
42608,31417,"Apoyo a otro familiar"
42609,31418,"Apoyo a otro familiar"
42610,31422,"Apoyo a otro familiar"
42611,31426,"Apoyo a otro familiar"
42612,31427,"Apoyo a otro familiar"
42613,31428,"Apoyo a otro familiar"
42614,31430,"Apoyo a otro familiar"
42615,31437,"Apoyo a otro familiar"
42616,31442,"Apoyo a otro familiar"
42617,31443,"Apoyo a otro familiar"
42618,31447,"Apoyo a otro familiar"
42619,31449,"Apoyo a otro familiar"
42620,31454,"Apoyo a otro familiar"
42621,31457,"Apoyo a otro familiar"
42622,31459,"Apoyo a otro familiar"
42623,31460,"Apoyo a otro familiar"
42624,31463,"Apoyo a otro familiar"
42625,31474,"Apoyo a otro familiar"
42626,31475,"Apoyo a otro familiar"
42627,31527,"Apoyo a otro familiar"
42628,31529,"Apoyo a otro familiar"
42629,31530,"Apoyo a otro familiar"
42630,31531,"Apoyo a otro familiar"
42631,31532,"Apoyo a otro familiar"
42632,31533,"Apoyo a otro familiar"
42633,31535,"Apoyo a otro familiar"
42634,31536,"Apoyo a otro familiar"
42635,31537,"Apoyo a otro familiar"
42636,31538,"Apoyo a otro familiar"
42637,31539,"Apoyo a otro familiar"
42638,31546,"Apoyo a otro familiar"
42639,31548,"Apoyo a otro familiar"
42640,31549,"Apoyo a otro familiar"
42641,31551,"Apoyo a otro familiar"
42642,31552,"Apoyo a otro familiar"
42643,31553,"Apoyo a otro familiar"
42644,31555,"Apoyo a otro familiar"
42645,31556,"Apoyo a otro familiar"
42646,31557,"Apoyo a otro familiar"
42647,31561,"Apoyo a otro familiar"
42648,31562,"Apoyo a otro familiar"
42649,31563,"Apoyo a otro familiar"
42650,31564,"Apoyo a otro familiar"
42651,31567,"Apoyo a otro familiar"
42652,31572,"Apoyo a otro familiar"
42653,31573,"Apoyo a otro familiar"
42654,31574,"Apoyo a otro familiar"
42655,31576,"Apoyo a otro familiar"
42656,31577,"Apoyo a otro familiar"
42657,31579,"Apoyo a otro familiar"
42658,31580,"Apoyo a otro familiar"
42659,31581,"Apoyo a otro familiar"
42660,31583,"Apoyo a otro familiar"
42661,31584,"Apoyo a otro familiar"
42662,31585,"Apoyo a otro familiar"
42663,31591,"Apoyo a otro familiar"
42664,31594,"Apoyo a otro familiar"
42665,31595,"Apoyo a otro familiar"
42666,31598,"Apoyo a otro familiar"
42667,31599,"Apoyo a otro familiar"
42668,31600,"Apoyo a otro familiar"
42669,31601,"Apoyo a otro familiar"
42670,31602,"Apoyo a otro familiar"
42671,31603,"Apoyo a otro familiar"
42672,31604,"Apoyo a otro familiar"
42673,31606,"Apoyo a otro familiar"
42674,31607,"Apoyo a otro familiar"
42675,31608,"Apoyo a otro familiar"
42676,31609,"Apoyo a otro familiar"
42677,31610,"Apoyo a otro familiar"
42678,31611,"Apoyo a otro familiar"
42679,31612,"Apoyo a otro familiar"
42680,31613,"Apoyo a otro familiar"
42681,31614,"Apoyo a otro familiar"
42682,31615,"Apoyo a otro familiar"
42683,31616,"Apoyo a otro familiar"
42684,31623,"Apoyo a otro familiar"
42685,31634,"Apoyo a otro familiar"
42686,31635,"Apoyo a otro familiar"
42687,31636,"Apoyo a otro familiar"
42688,31637,"Apoyo a otro familiar"
42689,31638,"Apoyo a otro familiar"
42690,31639,"Apoyo a otro familiar"
42691,31640,"Apoyo a otro familiar"
42692,31641,"Apoyo a otro familiar"
42693,31642,"Apoyo a otro familiar"
42694,31643,"Apoyo a otro familiar"
42695,31644,"Apoyo a otro familiar"
42696,31645,"Apoyo a otro familiar"
42697,31646,"Apoyo a otro familiar"
42698,31647,"Apoyo a otro familiar"
42699,31648,"Apoyo a otro familiar"
42700,31649,"Apoyo a otro familiar"
42701,31650,"Apoyo a otro familiar"
42702,31651,"Apoyo a otro familiar"
42703,31652,"Apoyo a otro familiar"
42704,31656,"Apoyo a otro familiar"
42705,31661,"Apoyo a otro familiar"
42706,31662,"Apoyo a otro familiar"
42707,31664,"Apoyo a otro familiar"
42708,31667,"Apoyo a otro familiar"
42709,31691,"Apoyo a otro familiar"
42710,31692,"Apoyo a otro familiar"
42711,31693,"Apoyo a otro familiar"
42712,31694,"Apoyo a otro familiar"
42713,31695,"Apoyo a otro familiar"
42714,31696,"Apoyo a otro familiar"
42715,31697,"Apoyo a otro familiar"
42716,31699,"Apoyo a otro familiar"
42717,31702,"Apoyo a otro familiar"
42718,31703,"Apoyo a otro familiar"
42719,31704,"Apoyo a otro familiar"
42720,31705,"Apoyo a otro familiar"
42721,31706,"Apoyo a otro familiar"
42722,31707,"Apoyo a otro familiar"
42723,31708,"Apoyo a otro familiar"
42724,31709,"Apoyo a otro familiar"
42725,31712,"Apoyo a otro familiar"
42726,31713,"Apoyo a otro familiar"
42727,31715,"Apoyo a otro familiar"
42728,31716,"Apoyo a otro familiar"
42729,31717,"Apoyo a otro familiar"
42730,31718,"Apoyo a otro familiar"
42731,31720,"Apoyo a otro familiar"
42732,31721,"Apoyo a otro familiar"
42733,31723,"Apoyo a otro familiar"
42734,31724,"Apoyo a otro familiar"
42735,31725,"Apoyo a otro familiar"
42736,31726,"Apoyo a otro familiar"
42737,31728,"Apoyo a otro familiar"
42738,31730,"Apoyo a otro familiar"
42739,31731,"Apoyo a otro familiar"
42740,31732,"Apoyo a otro familiar"
42741,31733,"Apoyo a otro familiar"
42742,31734,"Apoyo a otro familiar"
42743,31735,"Apoyo a otro familiar"
42744,31736,"Apoyo a otro familiar"
42745,31737,"Apoyo a otro familiar"
42746,31738,"Apoyo a otro familiar"
42747,31739,"Apoyo a otro familiar"
42748,31742,"Apoyo a otro familiar"
42749,31746,"Apoyo a otro familiar"
42750,31751,"Apoyo a otro familiar"
42751,31753,"Apoyo a otro familiar"
42752,31763,"Apoyo a otro familiar"
42753,31770,"Apoyo a otro familiar"
42754,31775,"Apoyo a otro familiar"
42755,31776,"Apoyo a otro familiar"
42756,31777,"Apoyo a otro familiar"
42757,31778,"Apoyo a otro familiar"
42758,31779,"Apoyo a otro familiar"
42759,31780,"Apoyo a otro familiar"
42760,31781,"Apoyo a otro familiar"
42761,31782,"Apoyo a otro familiar"
42762,31783,"Apoyo a otro familiar"
42763,31784,"Apoyo a otro familiar"
42764,31785,"Apoyo a otro familiar"
