"id_rz_lectura","id_persona","razon_si_lectura"
6576,17341,"Placer/entretenimiento"
6577,17349,"Placer/entretenimiento"
6578,17352,"Placer/entretenimiento"
6579,17355,"Placer/entretenimiento"
6580,17356,"Placer/entretenimiento"
6581,17358,"Placer/entretenimiento"
6582,17360,"Placer/entretenimiento"
6583,17363,"Placer/entretenimiento"
6584,17364,"Placer/entretenimiento"
6585,17366,"Placer/entretenimiento"
6586,17368,"Placer/entretenimiento"
6587,17370,"Placer/entretenimiento"
6588,17371,"Placer/entretenimiento"
6589,17373,"Placer/entretenimiento"
6590,17374,"Placer/entretenimiento"
6591,17375,"Placer/entretenimiento"
6592,17377,"Placer/entretenimiento"
6593,17378,"Placer/entretenimiento"
6594,17379,"Placer/entretenimiento"
6595,17380,"Placer/entretenimiento"
6596,17381,"Placer/entretenimiento"
6597,17387,"Placer/entretenimiento"
6598,17392,"Placer/entretenimiento"
6599,17393,"Placer/entretenimiento"
6600,17395,"Placer/entretenimiento"
6601,17396,"Placer/entretenimiento"
6602,17402,"Placer/entretenimiento"
6603,17403,"Placer/entretenimiento"
6604,17405,"Placer/entretenimiento"
6605,17406,"Placer/entretenimiento"
6606,17409,"Placer/entretenimiento"
6607,17410,"Placer/entretenimiento"
6608,17411,"Placer/entretenimiento"
6609,17412,"Placer/entretenimiento"
6610,17413,"Placer/entretenimiento"
6611,17416,"Placer/entretenimiento"
6612,17417,"Placer/entretenimiento"
6613,17418,"Placer/entretenimiento"
6614,17419,"Placer/entretenimiento"
6615,17421,"Placer/entretenimiento"
6616,17422,"Placer/entretenimiento"
6617,17423,"Placer/entretenimiento"
6618,17428,"Placer/entretenimiento"
6619,17429,"Placer/entretenimiento"
6620,17430,"Placer/entretenimiento"
6621,17431,"Placer/entretenimiento"
6622,17435,"Placer/entretenimiento"
6623,17436,"Placer/entretenimiento"
6624,17438,"Placer/entretenimiento"
6625,17441,"Placer/entretenimiento"
6626,17445,"Placer/entretenimiento"
6627,17449,"Placer/entretenimiento"
6628,17450,"Placer/entretenimiento"
6629,17452,"Placer/entretenimiento"
6630,17453,"Placer/entretenimiento"
6631,17455,"Placer/entretenimiento"
6632,17456,"Placer/entretenimiento"
6633,17460,"Placer/entretenimiento"
6634,17461,"Placer/entretenimiento"
6635,17462,"Placer/entretenimiento"
6636,17464,"Placer/entretenimiento"
6637,17471,"Placer/entretenimiento"
6638,17472,"Placer/entretenimiento"
6639,17473,"Placer/entretenimiento"
6640,17477,"Placer/entretenimiento"
6641,17478,"Placer/entretenimiento"
6642,17479,"Placer/entretenimiento"
6643,17481,"Placer/entretenimiento"
6644,17487,"Placer/entretenimiento"
6645,17492,"Placer/entretenimiento"
6646,17493,"Placer/entretenimiento"
6647,17495,"Placer/entretenimiento"
6648,17498,"Placer/entretenimiento"
6649,17499,"Placer/entretenimiento"
6650,17500,"Placer/entretenimiento"
6651,17503,"Placer/entretenimiento"
6652,17504,"Placer/entretenimiento"
6653,17506,"Placer/entretenimiento"
6654,17507,"Placer/entretenimiento"
6655,17509,"Placer/entretenimiento"
6656,17510,"Placer/entretenimiento"
6657,17511,"Placer/entretenimiento"
6658,17512,"Placer/entretenimiento"
6659,17513,"Placer/entretenimiento"
6660,17514,"Placer/entretenimiento"
6661,17515,"Placer/entretenimiento"
6662,17516,"Placer/entretenimiento"
6663,17517,"Placer/entretenimiento"
6664,17518,"Placer/entretenimiento"
6665,17519,"Placer/entretenimiento"
6666,17520,"Placer/entretenimiento"
6667,17522,"Placer/entretenimiento"
6668,17524,"Placer/entretenimiento"
6669,17525,"Placer/entretenimiento"
6670,17526,"Placer/entretenimiento"
6671,17527,"Placer/entretenimiento"
6672,17528,"Placer/entretenimiento"
6673,17529,"Placer/entretenimiento"
6674,17536,"Placer/entretenimiento"
6675,17537,"Placer/entretenimiento"
6676,17538,"Placer/entretenimiento"
6677,17547,"Placer/entretenimiento"
6678,17553,"Placer/entretenimiento"
6679,17555,"Placer/entretenimiento"
6680,17557,"Placer/entretenimiento"
6681,17558,"Placer/entretenimiento"
6682,17559,"Placer/entretenimiento"
6683,17561,"Placer/entretenimiento"
6684,17562,"Placer/entretenimiento"
6685,17564,"Placer/entretenimiento"
6686,17565,"Placer/entretenimiento"
6687,17567,"Placer/entretenimiento"
6688,17570,"Placer/entretenimiento"
6689,17571,"Placer/entretenimiento"
6690,17572,"Placer/entretenimiento"
6691,17573,"Placer/entretenimiento"
6692,17574,"Placer/entretenimiento"
6693,17575,"Placer/entretenimiento"
6694,17577,"Placer/entretenimiento"
6695,17578,"Placer/entretenimiento"
6696,17579,"Placer/entretenimiento"
6697,17582,"Placer/entretenimiento"
6698,17583,"Placer/entretenimiento"
6699,17584,"Placer/entretenimiento"
6700,17585,"Placer/entretenimiento"
6701,17589,"Placer/entretenimiento"
6702,17590,"Placer/entretenimiento"
6703,17591,"Placer/entretenimiento"
6704,17593,"Placer/entretenimiento"
6705,17594,"Placer/entretenimiento"
6706,17596,"Placer/entretenimiento"
6707,17600,"Placer/entretenimiento"
6708,17601,"Placer/entretenimiento"
6709,17602,"Placer/entretenimiento"
6710,17603,"Placer/entretenimiento"
6711,17604,"Placer/entretenimiento"
6712,17605,"Placer/entretenimiento"
6713,17608,"Placer/entretenimiento"
6714,17610,"Placer/entretenimiento"
6715,17612,"Placer/entretenimiento"
6716,17613,"Placer/entretenimiento"
6717,17615,"Placer/entretenimiento"
6718,17616,"Placer/entretenimiento"
6719,17617,"Placer/entretenimiento"
6720,17618,"Placer/entretenimiento"
6721,17619,"Placer/entretenimiento"
6722,17620,"Placer/entretenimiento"
6723,17621,"Placer/entretenimiento"
6724,17622,"Placer/entretenimiento"
6725,17624,"Placer/entretenimiento"
6726,17625,"Placer/entretenimiento"
6727,17626,"Placer/entretenimiento"
6728,17628,"Placer/entretenimiento"
6729,17629,"Placer/entretenimiento"
6730,17630,"Placer/entretenimiento"
6731,17631,"Placer/entretenimiento"
6732,17632,"Placer/entretenimiento"
6733,17633,"Placer/entretenimiento"
6734,17635,"Placer/entretenimiento"
6735,17637,"Placer/entretenimiento"
6736,17638,"Placer/entretenimiento"
6737,17639,"Placer/entretenimiento"
6738,17640,"Placer/entretenimiento"
6739,17641,"Placer/entretenimiento"
6740,17642,"Placer/entretenimiento"
6741,17643,"Placer/entretenimiento"
6742,17644,"Placer/entretenimiento"
6743,17645,"Placer/entretenimiento"
6744,17646,"Placer/entretenimiento"
6745,17648,"Placer/entretenimiento"
6746,17649,"Placer/entretenimiento"
6747,17651,"Placer/entretenimiento"
6748,17652,"Placer/entretenimiento"
6749,17653,"Placer/entretenimiento"
6750,17655,"Placer/entretenimiento"
6751,17656,"Placer/entretenimiento"
6752,17657,"Placer/entretenimiento"
6753,17658,"Placer/entretenimiento"
6754,17659,"Placer/entretenimiento"
6755,17660,"Placer/entretenimiento"
6756,17661,"Placer/entretenimiento"
6757,17662,"Placer/entretenimiento"
6758,17663,"Placer/entretenimiento"
6759,17664,"Placer/entretenimiento"
6760,17665,"Placer/entretenimiento"
6761,17667,"Placer/entretenimiento"
6762,17668,"Placer/entretenimiento"
6763,17669,"Placer/entretenimiento"
6764,17670,"Placer/entretenimiento"
6765,17671,"Placer/entretenimiento"
6766,17673,"Placer/entretenimiento"
6767,17675,"Placer/entretenimiento"
6768,17676,"Placer/entretenimiento"
6769,17677,"Placer/entretenimiento"
6770,17680,"Placer/entretenimiento"
6771,17681,"Placer/entretenimiento"
6772,17683,"Placer/entretenimiento"
6773,17685,"Placer/entretenimiento"
6774,17686,"Placer/entretenimiento"
6775,17687,"Placer/entretenimiento"
6776,17688,"Placer/entretenimiento"
6777,17689,"Placer/entretenimiento"
6778,17692,"Placer/entretenimiento"
6779,17693,"Placer/entretenimiento"
6780,17695,"Placer/entretenimiento"
6781,17696,"Placer/entretenimiento"
6782,17697,"Placer/entretenimiento"
6783,17699,"Placer/entretenimiento"
6784,17700,"Placer/entretenimiento"
6785,17705,"Placer/entretenimiento"
6786,17708,"Placer/entretenimiento"
6787,17709,"Placer/entretenimiento"
6788,17711,"Placer/entretenimiento"
6789,17712,"Placer/entretenimiento"
6790,17713,"Placer/entretenimiento"
6791,17714,"Placer/entretenimiento"
6792,17722,"Placer/entretenimiento"
6793,17724,"Placer/entretenimiento"
6794,17725,"Placer/entretenimiento"
6795,17729,"Placer/entretenimiento"
6796,17731,"Placer/entretenimiento"
6797,17732,"Placer/entretenimiento"
6798,17734,"Placer/entretenimiento"
6799,17735,"Placer/entretenimiento"
6800,17736,"Placer/entretenimiento"
6801,17740,"Placer/entretenimiento"
6802,17747,"Placer/entretenimiento"
6803,17749,"Placer/entretenimiento"
6804,17751,"Placer/entretenimiento"
6805,17752,"Placer/entretenimiento"
6806,17753,"Placer/entretenimiento"
6807,17754,"Placer/entretenimiento"
6808,17755,"Placer/entretenimiento"
6809,17756,"Placer/entretenimiento"
6810,17757,"Placer/entretenimiento"
6811,17758,"Placer/entretenimiento"
6812,17759,"Placer/entretenimiento"
6813,17760,"Placer/entretenimiento"
6814,17761,"Placer/entretenimiento"
6815,17762,"Placer/entretenimiento"
6816,17765,"Placer/entretenimiento"
6817,17766,"Placer/entretenimiento"
6818,17767,"Placer/entretenimiento"
6819,17769,"Placer/entretenimiento"
6820,17770,"Placer/entretenimiento"
6821,17772,"Placer/entretenimiento"
6822,17773,"Placer/entretenimiento"
6823,17775,"Placer/entretenimiento"
6824,17776,"Placer/entretenimiento"
6825,17779,"Placer/entretenimiento"
6826,17783,"Placer/entretenimiento"
6827,17784,"Placer/entretenimiento"
6828,17790,"Placer/entretenimiento"
6829,17793,"Placer/entretenimiento"
6830,17794,"Placer/entretenimiento"
6831,17802,"Placer/entretenimiento"
6832,17804,"Placer/entretenimiento"
6833,17809,"Placer/entretenimiento"
6834,17811,"Placer/entretenimiento"
6835,17812,"Placer/entretenimiento"
6836,17814,"Placer/entretenimiento"
6837,17815,"Placer/entretenimiento"
6838,17816,"Placer/entretenimiento"
6839,17817,"Placer/entretenimiento"
6840,17818,"Placer/entretenimiento"
6841,17819,"Placer/entretenimiento"
6842,17820,"Placer/entretenimiento"
6843,17821,"Placer/entretenimiento"
6844,17822,"Placer/entretenimiento"
6845,17823,"Placer/entretenimiento"
6846,17824,"Placer/entretenimiento"
6847,17825,"Placer/entretenimiento"
6848,17826,"Placer/entretenimiento"
6849,17827,"Placer/entretenimiento"
6850,17828,"Placer/entretenimiento"
6851,17830,"Placer/entretenimiento"
6852,17831,"Placer/entretenimiento"
6853,17833,"Placer/entretenimiento"
6854,17839,"Placer/entretenimiento"
6855,17843,"Placer/entretenimiento"
6856,17844,"Placer/entretenimiento"
6857,17851,"Placer/entretenimiento"
6858,17856,"Placer/entretenimiento"
6859,17858,"Placer/entretenimiento"
6860,17859,"Placer/entretenimiento"
6861,17860,"Placer/entretenimiento"
6862,17861,"Placer/entretenimiento"
6863,17862,"Placer/entretenimiento"
6864,17863,"Placer/entretenimiento"
6865,17865,"Placer/entretenimiento"
6866,17868,"Placer/entretenimiento"
6867,17869,"Placer/entretenimiento"
6868,17870,"Placer/entretenimiento"
6869,17873,"Placer/entretenimiento"
6870,17874,"Placer/entretenimiento"
6871,17875,"Placer/entretenimiento"
6872,17877,"Placer/entretenimiento"
6873,17878,"Placer/entretenimiento"
6874,17881,"Placer/entretenimiento"
6875,17883,"Placer/entretenimiento"
6876,17887,"Placer/entretenimiento"
6877,17889,"Placer/entretenimiento"
6878,17891,"Placer/entretenimiento"
6879,17893,"Placer/entretenimiento"
6880,17894,"Placer/entretenimiento"
6881,17895,"Placer/entretenimiento"
6882,17896,"Placer/entretenimiento"
6883,17897,"Placer/entretenimiento"
6884,17900,"Placer/entretenimiento"
6885,17902,"Placer/entretenimiento"
6886,17903,"Placer/entretenimiento"
6887,17904,"Placer/entretenimiento"
6888,17906,"Placer/entretenimiento"
6889,17909,"Placer/entretenimiento"
6890,17910,"Placer/entretenimiento"
6891,17911,"Placer/entretenimiento"
6892,17912,"Placer/entretenimiento"
6893,17913,"Placer/entretenimiento"
6894,17914,"Placer/entretenimiento"
6895,17917,"Placer/entretenimiento"
6896,17920,"Placer/entretenimiento"
6897,17926,"Placer/entretenimiento"
6898,17929,"Placer/entretenimiento"
6899,17930,"Placer/entretenimiento"
6900,17931,"Placer/entretenimiento"
6901,17932,"Placer/entretenimiento"
6902,17937,"Placer/entretenimiento"
6903,17938,"Placer/entretenimiento"
6904,17939,"Placer/entretenimiento"
6905,17946,"Placer/entretenimiento"
6906,17947,"Placer/entretenimiento"
6907,17948,"Placer/entretenimiento"
6908,17949,"Placer/entretenimiento"
6909,17950,"Placer/entretenimiento"
6910,17953,"Placer/entretenimiento"
6911,17961,"Placer/entretenimiento"
6912,17964,"Placer/entretenimiento"
6913,17966,"Placer/entretenimiento"
6914,17967,"Placer/entretenimiento"
6915,17970,"Placer/entretenimiento"
6916,17971,"Placer/entretenimiento"
6917,17972,"Placer/entretenimiento"
6918,17975,"Placer/entretenimiento"
6919,17979,"Placer/entretenimiento"
6920,17980,"Placer/entretenimiento"
6921,17981,"Placer/entretenimiento"
6922,17983,"Placer/entretenimiento"
6923,17986,"Placer/entretenimiento"
6924,17987,"Placer/entretenimiento"
6925,17988,"Placer/entretenimiento"
6926,17990,"Placer/entretenimiento"
6927,17992,"Placer/entretenimiento"
6928,17994,"Placer/entretenimiento"
6929,17995,"Placer/entretenimiento"
6930,17996,"Placer/entretenimiento"
6931,18001,"Placer/entretenimiento"
6932,18003,"Placer/entretenimiento"
6933,18004,"Placer/entretenimiento"
6934,18005,"Placer/entretenimiento"
6935,18006,"Placer/entretenimiento"
6936,18007,"Placer/entretenimiento"
6937,18008,"Placer/entretenimiento"
6938,18009,"Placer/entretenimiento"
6939,18012,"Placer/entretenimiento"
6940,18014,"Placer/entretenimiento"
6941,18020,"Placer/entretenimiento"
6942,18021,"Placer/entretenimiento"
6943,18027,"Placer/entretenimiento"
6944,18034,"Placer/entretenimiento"
6945,18036,"Placer/entretenimiento"
6946,18053,"Placer/entretenimiento"
6947,18055,"Placer/entretenimiento"
6948,18056,"Placer/entretenimiento"
6949,18057,"Placer/entretenimiento"
6950,18058,"Placer/entretenimiento"
6951,18066,"Placer/entretenimiento"
6952,18068,"Placer/entretenimiento"
6953,18069,"Placer/entretenimiento"
6954,18070,"Placer/entretenimiento"
6955,18073,"Placer/entretenimiento"
6956,18074,"Placer/entretenimiento"
6957,18085,"Placer/entretenimiento"
6958,18086,"Placer/entretenimiento"
6959,18091,"Placer/entretenimiento"
6960,18095,"Placer/entretenimiento"
6961,18103,"Placer/entretenimiento"
6962,18108,"Placer/entretenimiento"
6963,18112,"Placer/entretenimiento"
6964,18113,"Placer/entretenimiento"
6965,18114,"Placer/entretenimiento"
6966,18117,"Placer/entretenimiento"
6967,18118,"Placer/entretenimiento"
6968,18119,"Placer/entretenimiento"
6969,18120,"Placer/entretenimiento"
6970,18123,"Placer/entretenimiento"
6971,18124,"Placer/entretenimiento"
6972,18126,"Placer/entretenimiento"
6973,18128,"Placer/entretenimiento"
6974,18130,"Placer/entretenimiento"
6975,18136,"Placer/entretenimiento"
6976,18137,"Placer/entretenimiento"
6977,18138,"Placer/entretenimiento"
6978,18139,"Placer/entretenimiento"
6979,18141,"Placer/entretenimiento"
6980,18142,"Placer/entretenimiento"
6981,18143,"Placer/entretenimiento"
6982,18144,"Placer/entretenimiento"
6983,18146,"Placer/entretenimiento"
6984,18147,"Placer/entretenimiento"
6985,18148,"Placer/entretenimiento"
6986,18151,"Placer/entretenimiento"
6987,18154,"Placer/entretenimiento"
6988,18155,"Placer/entretenimiento"
6989,18156,"Placer/entretenimiento"
6990,18159,"Placer/entretenimiento"
6991,18160,"Placer/entretenimiento"
6992,18162,"Placer/entretenimiento"
6993,18163,"Placer/entretenimiento"
6994,18165,"Placer/entretenimiento"
6995,18168,"Placer/entretenimiento"
6996,18169,"Placer/entretenimiento"
6997,18171,"Placer/entretenimiento"
6998,18173,"Placer/entretenimiento"
6999,18174,"Placer/entretenimiento"
7000,18176,"Placer/entretenimiento"
7001,18177,"Placer/entretenimiento"
7002,18178,"Placer/entretenimiento"
7003,18179,"Placer/entretenimiento"
7004,18180,"Placer/entretenimiento"
7005,18183,"Placer/entretenimiento"
7006,18184,"Placer/entretenimiento"
7007,18185,"Placer/entretenimiento"
7008,18186,"Placer/entretenimiento"
7009,18188,"Placer/entretenimiento"
7010,18189,"Placer/entretenimiento"
7011,18191,"Placer/entretenimiento"
7012,18193,"Placer/entretenimiento"
7013,18202,"Placer/entretenimiento"
7014,18204,"Placer/entretenimiento"
7015,18208,"Placer/entretenimiento"
7016,18209,"Placer/entretenimiento"
7017,18210,"Placer/entretenimiento"
7018,18218,"Placer/entretenimiento"
7019,18219,"Placer/entretenimiento"
7020,18223,"Placer/entretenimiento"
7021,18225,"Placer/entretenimiento"
7022,18226,"Placer/entretenimiento"
7023,18229,"Placer/entretenimiento"
7024,18230,"Placer/entretenimiento"
7025,18231,"Placer/entretenimiento"
7026,18233,"Placer/entretenimiento"
7027,18234,"Placer/entretenimiento"
7028,18236,"Placer/entretenimiento"
7029,18237,"Placer/entretenimiento"
7030,18238,"Placer/entretenimiento"
7031,18239,"Placer/entretenimiento"
7032,18241,"Placer/entretenimiento"
7033,18242,"Placer/entretenimiento"
7034,18243,"Placer/entretenimiento"
7035,18246,"Placer/entretenimiento"
7036,18248,"Placer/entretenimiento"
7037,18249,"Placer/entretenimiento"
7038,18250,"Placer/entretenimiento"
7039,18252,"Placer/entretenimiento"
7040,18259,"Placer/entretenimiento"
7041,18260,"Placer/entretenimiento"
7042,18261,"Placer/entretenimiento"
7043,18262,"Placer/entretenimiento"
7044,18263,"Placer/entretenimiento"
7045,18265,"Placer/entretenimiento"
7046,18274,"Placer/entretenimiento"
7047,18275,"Placer/entretenimiento"
7048,18277,"Placer/entretenimiento"
7049,18279,"Placer/entretenimiento"
7050,18284,"Placer/entretenimiento"
7051,18285,"Placer/entretenimiento"
7052,18287,"Placer/entretenimiento"
7053,18288,"Placer/entretenimiento"
7054,18293,"Placer/entretenimiento"
7055,18304,"Placer/entretenimiento"
7056,18307,"Placer/entretenimiento"
7057,18309,"Placer/entretenimiento"
7058,18310,"Placer/entretenimiento"
7059,18311,"Placer/entretenimiento"
7060,18313,"Placer/entretenimiento"
7061,18315,"Placer/entretenimiento"
7062,18316,"Placer/entretenimiento"
7063,18319,"Placer/entretenimiento"
7064,18321,"Placer/entretenimiento"
7065,18323,"Placer/entretenimiento"
7066,18325,"Placer/entretenimiento"
7067,18328,"Placer/entretenimiento"
7068,18329,"Placer/entretenimiento"
7069,18331,"Placer/entretenimiento"
7070,18333,"Placer/entretenimiento"
7071,18335,"Placer/entretenimiento"
7072,18341,"Placer/entretenimiento"
7073,18343,"Placer/entretenimiento"
7074,18345,"Placer/entretenimiento"
7075,18347,"Placer/entretenimiento"
7076,18348,"Placer/entretenimiento"
7077,18350,"Placer/entretenimiento"
7078,18353,"Placer/entretenimiento"
7079,18361,"Placer/entretenimiento"
7080,18368,"Placer/entretenimiento"
7081,18370,"Placer/entretenimiento"
7082,18371,"Placer/entretenimiento"
7083,18372,"Placer/entretenimiento"
7084,18374,"Placer/entretenimiento"
7085,18375,"Placer/entretenimiento"
7086,18377,"Placer/entretenimiento"
7087,18378,"Placer/entretenimiento"
7088,18380,"Placer/entretenimiento"
7089,18381,"Placer/entretenimiento"
7090,18385,"Placer/entretenimiento"
7091,18386,"Placer/entretenimiento"
7092,18387,"Placer/entretenimiento"
7093,18389,"Placer/entretenimiento"
7094,18390,"Placer/entretenimiento"
7095,18391,"Placer/entretenimiento"
7096,18393,"Placer/entretenimiento"
7097,18394,"Placer/entretenimiento"
7098,18396,"Placer/entretenimiento"
7099,18397,"Placer/entretenimiento"
7100,18403,"Placer/entretenimiento"
7101,18407,"Placer/entretenimiento"
7102,18408,"Placer/entretenimiento"
7103,18409,"Placer/entretenimiento"
7104,18410,"Placer/entretenimiento"
7105,18413,"Placer/entretenimiento"
7106,18416,"Placer/entretenimiento"
7107,18417,"Placer/entretenimiento"
7108,18418,"Placer/entretenimiento"
7109,18424,"Placer/entretenimiento"
7110,18427,"Placer/entretenimiento"
7111,18428,"Placer/entretenimiento"
7112,18429,"Placer/entretenimiento"
7113,18431,"Placer/entretenimiento"
7114,18432,"Placer/entretenimiento"
7115,18433,"Placer/entretenimiento"
7116,18434,"Placer/entretenimiento"
7117,18435,"Placer/entretenimiento"
7118,18437,"Placer/entretenimiento"
7119,18438,"Placer/entretenimiento"
7120,18439,"Placer/entretenimiento"
7121,18440,"Placer/entretenimiento"
7122,18441,"Placer/entretenimiento"
7123,18442,"Placer/entretenimiento"
7124,18443,"Placer/entretenimiento"
7125,18444,"Placer/entretenimiento"
7126,18445,"Placer/entretenimiento"
7127,18446,"Placer/entretenimiento"
7128,18447,"Placer/entretenimiento"
7129,18448,"Placer/entretenimiento"
7130,18450,"Placer/entretenimiento"
7131,18451,"Placer/entretenimiento"
7132,18452,"Placer/entretenimiento"
7133,18453,"Placer/entretenimiento"
7134,18455,"Placer/entretenimiento"
7135,18456,"Placer/entretenimiento"
7136,18457,"Placer/entretenimiento"
7137,18458,"Placer/entretenimiento"
7138,18460,"Placer/entretenimiento"
7139,18463,"Placer/entretenimiento"
7140,18464,"Placer/entretenimiento"
7141,18467,"Placer/entretenimiento"
7142,18469,"Placer/entretenimiento"
7143,18470,"Placer/entretenimiento"
7144,18471,"Placer/entretenimiento"
7145,18473,"Placer/entretenimiento"
7146,18480,"Placer/entretenimiento"
7147,18481,"Placer/entretenimiento"
7148,18482,"Placer/entretenimiento"
7149,18483,"Placer/entretenimiento"
7150,18484,"Placer/entretenimiento"
7151,18485,"Placer/entretenimiento"
7152,18486,"Placer/entretenimiento"
7153,18487,"Placer/entretenimiento"
7154,18488,"Placer/entretenimiento"
7155,18489,"Placer/entretenimiento"
7156,18490,"Placer/entretenimiento"
7157,18491,"Placer/entretenimiento"
7158,18492,"Placer/entretenimiento"
7159,18493,"Placer/entretenimiento"
7160,18494,"Placer/entretenimiento"
7161,18495,"Placer/entretenimiento"
7162,18496,"Placer/entretenimiento"
7163,18497,"Placer/entretenimiento"
7164,18499,"Placer/entretenimiento"
7165,18500,"Placer/entretenimiento"
7166,18502,"Placer/entretenimiento"
7167,18503,"Placer/entretenimiento"
7168,18506,"Placer/entretenimiento"
7169,18507,"Placer/entretenimiento"
7170,18508,"Placer/entretenimiento"
7171,18509,"Placer/entretenimiento"
7172,18510,"Placer/entretenimiento"
7173,18511,"Placer/entretenimiento"
7174,18513,"Placer/entretenimiento"
7175,18514,"Placer/entretenimiento"
7176,18520,"Placer/entretenimiento"
7177,18522,"Placer/entretenimiento"
7178,18526,"Placer/entretenimiento"
7179,18530,"Placer/entretenimiento"
7180,18531,"Placer/entretenimiento"
7181,18532,"Placer/entretenimiento"
7182,18533,"Placer/entretenimiento"
7183,18534,"Placer/entretenimiento"
7184,18535,"Placer/entretenimiento"
7185,18536,"Placer/entretenimiento"
7186,18537,"Placer/entretenimiento"
7187,18538,"Placer/entretenimiento"
7188,18539,"Placer/entretenimiento"
7189,18540,"Placer/entretenimiento"
7190,18541,"Placer/entretenimiento"
7191,18542,"Placer/entretenimiento"
7192,18543,"Placer/entretenimiento"
7193,18544,"Placer/entretenimiento"
7194,18547,"Placer/entretenimiento"
7195,18550,"Placer/entretenimiento"
7196,18552,"Placer/entretenimiento"
7197,18555,"Placer/entretenimiento"
7198,18556,"Placer/entretenimiento"
7199,18557,"Placer/entretenimiento"
7200,18558,"Placer/entretenimiento"
7201,18560,"Placer/entretenimiento"
7202,18561,"Placer/entretenimiento"
7203,18562,"Placer/entretenimiento"
7204,18564,"Placer/entretenimiento"
7205,18573,"Placer/entretenimiento"
7206,18579,"Placer/entretenimiento"
7207,18580,"Placer/entretenimiento"
7208,18581,"Placer/entretenimiento"
7209,18582,"Placer/entretenimiento"
7210,18584,"Placer/entretenimiento"
7211,18586,"Placer/entretenimiento"
7212,18587,"Placer/entretenimiento"
7213,18588,"Placer/entretenimiento"
7214,18589,"Placer/entretenimiento"
7215,18592,"Placer/entretenimiento"
7216,18594,"Placer/entretenimiento"
7217,18595,"Placer/entretenimiento"
7218,18596,"Placer/entretenimiento"
7219,18598,"Placer/entretenimiento"
7220,18601,"Placer/entretenimiento"
7221,18602,"Placer/entretenimiento"
7222,18610,"Placer/entretenimiento"
7223,18612,"Placer/entretenimiento"
7224,18613,"Placer/entretenimiento"
7225,18614,"Placer/entretenimiento"
7226,18618,"Placer/entretenimiento"
7227,18619,"Placer/entretenimiento"
7228,18620,"Placer/entretenimiento"
7229,18621,"Placer/entretenimiento"
7230,18622,"Placer/entretenimiento"
7231,18624,"Placer/entretenimiento"
7232,18625,"Placer/entretenimiento"
7233,18626,"Placer/entretenimiento"
7234,18627,"Placer/entretenimiento"
7235,18628,"Placer/entretenimiento"
7236,18629,"Placer/entretenimiento"
7237,18630,"Placer/entretenimiento"
7238,18631,"Placer/entretenimiento"
7239,18640,"Placer/entretenimiento"
7240,18641,"Placer/entretenimiento"
7241,18645,"Placer/entretenimiento"
7242,18647,"Placer/entretenimiento"
7243,18649,"Placer/entretenimiento"
7244,18650,"Placer/entretenimiento"
7245,18652,"Placer/entretenimiento"
7246,18653,"Placer/entretenimiento"
7247,18654,"Placer/entretenimiento"
7248,18655,"Placer/entretenimiento"
7249,18657,"Placer/entretenimiento"
7250,18659,"Placer/entretenimiento"
7251,18660,"Placer/entretenimiento"
7252,18662,"Placer/entretenimiento"
7253,18663,"Placer/entretenimiento"
7254,18664,"Placer/entretenimiento"
7255,18665,"Placer/entretenimiento"
7256,18666,"Placer/entretenimiento"
7257,18669,"Placer/entretenimiento"
7258,18674,"Placer/entretenimiento"
7259,18675,"Placer/entretenimiento"
7260,18676,"Placer/entretenimiento"
7261,18684,"Placer/entretenimiento"
7262,18687,"Placer/entretenimiento"
7263,18688,"Placer/entretenimiento"
7264,18689,"Placer/entretenimiento"
7265,18690,"Placer/entretenimiento"
7266,18694,"Placer/entretenimiento"
7267,18695,"Placer/entretenimiento"
7268,18696,"Placer/entretenimiento"
7269,18697,"Placer/entretenimiento"
7270,18699,"Placer/entretenimiento"
7271,18700,"Placer/entretenimiento"
7272,18701,"Placer/entretenimiento"
7273,18702,"Placer/entretenimiento"
7274,18703,"Placer/entretenimiento"
7275,18704,"Placer/entretenimiento"
7276,18705,"Placer/entretenimiento"
7277,18706,"Placer/entretenimiento"
7278,18709,"Placer/entretenimiento"
7279,18711,"Placer/entretenimiento"
7280,18712,"Placer/entretenimiento"
7281,18713,"Placer/entretenimiento"
7282,18714,"Placer/entretenimiento"
7283,18715,"Placer/entretenimiento"
7284,18716,"Placer/entretenimiento"
7285,18718,"Placer/entretenimiento"
7286,18719,"Placer/entretenimiento"
7287,18721,"Placer/entretenimiento"
7288,18722,"Placer/entretenimiento"
7289,18724,"Placer/entretenimiento"
7290,18733,"Placer/entretenimiento"
7291,18736,"Placer/entretenimiento"
7292,18741,"Placer/entretenimiento"
7293,18742,"Placer/entretenimiento"
7294,18743,"Placer/entretenimiento"
7295,18745,"Placer/entretenimiento"
7296,18746,"Placer/entretenimiento"
7297,18747,"Placer/entretenimiento"
7298,18750,"Placer/entretenimiento"
7299,18751,"Placer/entretenimiento"
7300,18752,"Placer/entretenimiento"
7301,18753,"Placer/entretenimiento"
7302,18757,"Placer/entretenimiento"
7303,18762,"Placer/entretenimiento"
7304,18763,"Placer/entretenimiento"
7305,18767,"Placer/entretenimiento"
7306,18771,"Placer/entretenimiento"
7307,18772,"Placer/entretenimiento"
7308,18775,"Placer/entretenimiento"
7309,18777,"Placer/entretenimiento"
7310,18782,"Placer/entretenimiento"
